Milisec	Time	M0A0	M1A0	M2A0	M0A1	M1A1	M2A1	M0A2	M1A2	M2A2	M0A3	M1A3	M2A3	M0A4	M1A4	M2A4	M0A5	M1A5	M2A5	M0A6	M1A6	M2A6	Trigger	Temp
5603174	11:23:25 AM	2.7197	2.6636	4.9988	2.4902	2.6123	2.8735	2.5330	2.7747	2.9016	4.0186	2.8369	3.7415	3.2458	2.5989	2.7832	2.6721	3.0847	4.9988	2.9517	4.9988	4.9988	0.0000	2.6038
5603274	11:23:25 AM	2.7197	2.6624	4.9988	2.4902	2.6111	2.8711	2.5330	2.7747	2.9004	4.0076	2.8357	3.7390	3.2422	2.5977	2.7820	2.6709	3.0835	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5603374	11:23:25 AM	2.7197	2.6599	4.9988	2.4902	2.6123	2.8711	2.5330	2.7747	2.9016	4.0137	2.8357	3.7317	3.2349	2.5964	2.7820	2.6721	3.0823	4.9988	2.9517	4.9988	4.9988	0.0000	2.6038
5603474	11:23:25 AM	2.7185	2.6587	4.9988	2.4902	2.6123	2.8723	2.5330	2.7747	2.9016	4.0015	2.8357	3.7244	3.2312	2.5952	2.7820	2.6721	3.0811	4.9988	2.9517	4.9988	4.9988	0.0000	2.6038
5603574	11:23:25 AM	2.7185	2.6575	4.9988	2.4915	2.6123	2.8735	2.5330	2.7747	2.9053	3.9966	2.8357	3.7195	3.2275	2.5940	2.7820	2.6721	3.0811	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5603674	11:23:26 AM	2.7185	2.6587	4.9988	2.4915	2.6123	2.8711	2.5330	2.7747	2.9065	3.9929	2.8357	3.7170	3.2263	2.5928	2.7820	2.6709	3.0811	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5603774	11:23:26 AM	2.7185	2.6575	4.9988	2.4915	2.6123	2.8711	2.5342	2.7759	2.9065	3.9819	2.8357	3.7146	3.2239	2.5928	2.7808	2.6697	3.0811	4.9988	2.9468	4.9988	4.9988	0.0000	2.6038
5603874	11:23:26 AM	2.7197	2.6575	4.9988	2.4915	2.6123	2.8699	2.5330	2.7759	2.9077	3.9795	2.8357	3.7134	3.2227	2.5928	2.7795	2.6685	3.0811	4.9988	2.9468	4.9988	4.9988	0.0000	2.6038
5603974	11:23:26 AM	2.7197	2.6575	4.9988	2.4915	2.6123	2.8687	2.5342	2.7747	2.9077	3.9807	2.8345	3.7109	3.2214	2.5916	2.7795	2.6685	3.0811	4.9988	2.9456	4.9988	4.9988	0.0000	2.6038
5604074	11:23:26 AM	2.7209	2.6575	4.9988	2.4915	2.6111	2.8674	2.5342	2.7747	2.9065	3.9734	2.8357	3.7085	3.2202	2.5916	2.7795	2.6672	3.0811	4.9988	2.9456	4.9988	4.9988	0.0000	2.6038
5604174	11:23:26 AM	2.7197	2.6575	4.9988	2.4915	2.6123	2.8662	2.5342	2.7747	2.9028	3.9722	2.8345	3.7085	3.2202	2.5903	2.7783	2.6672	3.0811	4.9988	2.9456	4.9988	4.9988	0.0000	2.6038
5604274	11:23:26 AM	2.7197	2.6562	4.9988	2.4915	2.6123	2.8662	2.5342	2.7747	2.9028	3.9661	2.8345	3.7036	3.2178	2.5903	2.7783	2.6672	3.0786	4.9988	2.9456	4.9988	4.9988	0.0000	2.6038
5604374	11:23:26 AM	2.7185	2.6575	4.9988	2.4915	2.6123	2.8662	2.5330	2.7747	2.9004	3.9587	2.8333	3.7024	3.2178	2.5916	2.7783	2.6660	3.0762	4.9988	2.9443	4.9988	4.9988	0.0000	2.6038
5604474	11:23:26 AM	2.7185	2.6575	4.9988	2.4915	2.6123	2.8650	2.5330	2.7734	2.8967	3.9600	2.8333	3.7024	3.2178	2.5916	2.7783	2.6648	3.0762	4.9988	2.9443	4.9988	4.9988	0.0000	2.6038
5604574	11:23:26 AM	2.7173	2.6562	4.9988	2.4915	2.6123	2.8638	2.5330	2.7734	2.8943	3.9587	2.8320	3.7000	3.2153	2.5916	2.7783	2.6660	3.0737	4.9988	2.9456	4.9988	4.9988	0.0000	2.6038
5604674	11:23:27 AM	2.7173	2.6550	4.9988	2.4915	2.6123	2.8662	2.5330	2.7734	2.8943	3.9807	2.8333	3.6963	3.2117	2.5903	2.7783	2.6697	3.0737	4.9988	2.9492	4.9988	4.9988	0.0000	2.6038
5604774	11:23:27 AM	2.7161	2.6538	4.9988	2.4915	2.6123	2.8699	2.5330	2.7734	2.8931	4.0076	2.8333	3.6951	3.2092	2.5903	2.7795	2.6709	3.0725	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5604874	11:23:27 AM	2.7148	2.6538	4.9988	2.4915	2.6123	2.8735	2.5330	2.7747	2.8931	4.0076	2.8333	3.6914	3.2080	2.5891	2.7795	2.6733	3.0713	4.9988	2.9517	4.9988	4.9988	0.0000	2.6038
5604974	11:23:27 AM	2.7136	2.6526	4.9988	2.4915	2.6123	2.8784	2.5317	2.7759	2.8943	4.0210	2.8333	3.6865	3.2080	2.5891	2.7795	2.6770	3.0713	4.9988	2.9578	4.9988	4.9988	0.0000	2.6038
5605074	11:23:27 AM	2.7112	2.6526	4.9988	2.4915	2.6123	2.8796	2.5317	2.7747	2.8943	4.0430	2.8333	3.6841	3.2080	2.5879	2.7808	2.6794	3.0713	4.9988	2.9626	4.9988	4.9988	0.0000	2.6038
5605174	11:23:27 AM	2.7112	2.6526	4.9988	2.4902	2.6135	2.8772	2.5317	2.7734	2.8906	4.0308	2.8333	3.6804	3.2068	2.5891	2.7808	2.6782	3.0688	4.9988	2.9602	4.9988	4.9988	0.0000	2.6038
5605274	11:23:27 AM	2.7112	2.6526	4.9988	2.4902	2.6123	2.8748	2.5317	2.7722	2.8882	4.0088	2.8320	3.6768	3.2068	2.5891	2.7808	2.6770	3.0676	4.9988	2.9565	4.9988	4.9988	0.0000	2.6038
5605374	11:23:27 AM	2.7100	2.6526	4.9988	2.4902	2.6123	2.8735	2.5317	2.7722	2.8857	4.0039	2.8320	3.6755	3.2056	2.5891	2.7808	2.6770	3.0664	4.9988	2.9553	4.9988	4.9988	0.0000	2.6038
5605474	11:23:27 AM	2.7100	2.6538	4.9988	2.4915	2.6135	2.8723	2.5317	2.7734	2.8857	3.9941	2.8308	3.6743	3.2056	2.5903	2.7808	2.6758	3.0664	4.9988	2.9529	4.9988	4.9988	0.0000	2.6038
5605574	11:23:27 AM	2.7100	2.6526	4.9988	2.4902	2.6135	2.8711	2.5305	2.7734	2.8833	4.0027	2.8308	3.6719	3.2056	2.5891	2.7820	2.6758	3.0652	4.9988	2.9517	4.9988	4.9988	0.0000	2.6038
5605674	11:23:28 AM	2.7100	2.6526	4.9988	2.4902	2.6123	2.8699	2.5305	2.7734	2.8833	3.9929	2.8308	3.6707	3.2068	2.5891	2.7808	2.6746	3.0652	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5605774	11:23:28 AM	2.7087	2.6526	4.9988	2.4902	2.6123	2.8687	2.5317	2.7734	2.8833	3.9880	2.8308	3.6694	3.2068	2.5903	2.7795	2.6746	3.0640	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5605874	11:23:28 AM	2.7075	2.6526	4.9988	2.4902	2.6123	2.8687	2.5305	2.7734	2.8833	3.9807	2.8296	3.6682	3.2056	2.5891	2.7795	2.6733	3.0627	4.9988	2.9468	4.9988	4.9988	0.0000	2.6038
5605974	11:23:28 AM	2.7075	2.6514	4.9988	2.4902	2.6123	2.8687	2.5317	2.7734	2.8821	3.9783	2.8296	3.6670	3.2043	2.5891	2.7795	2.6733	3.0615	4.9988	2.9456	4.9988	4.9988	0.0000	2.6038
5606074	11:23:28 AM	2.7063	2.6514	4.9988	2.4902	2.6123	2.8687	2.5305	2.7722	2.8809	3.9697	2.8308	3.6658	3.2031	2.5879	2.7795	2.6746	3.0627	4.9988	2.9492	4.9988	4.9988	0.0000	2.6038
5606174	11:23:28 AM	2.7075	2.6514	4.9988	2.4902	2.6123	2.8699	2.5305	2.7734	2.8821	3.9685	2.8320	3.6646	3.2019	2.5879	2.7808	2.6758	3.0627	4.9988	2.9541	4.9988	4.9988	0.0000	2.6038
5606274	11:23:28 AM	2.7063	2.6514	4.9988	2.4902	2.6123	2.8723	2.5305	2.7734	2.8870	3.9685	2.8320	3.6633	3.2019	2.5867	2.7808	2.6794	3.0615	4.9988	2.9565	4.9988	4.9988	0.0000	2.6038
5606374	11:23:28 AM	2.7063	2.6514	4.9988	2.4902	2.6123	2.8735	2.5305	2.7734	2.8882	3.9612	2.8333	3.6609	3.2007	2.5867	2.7795	2.6782	3.0615	4.9988	2.9529	4.9988	4.9988	0.0000	2.6038
5606474	11:23:28 AM	2.7063	2.6514	4.9988	2.4902	2.6123	2.8723	2.5305	2.7734	2.8870	3.9600	2.8320	3.6584	3.2007	2.5867	2.7795	2.6782	3.0615	4.9988	2.9517	4.9988	4.9988	0.0000	2.6038
5606574	11:23:28 AM	2.7063	2.6514	4.9988	2.4902	2.6123	2.8711	2.5305	2.7734	2.8857	3.9563	2.8320	3.6597	3.2007	2.5867	2.7795	2.6770	3.0615	4.9988	2.9517	4.9988	4.9988	0.0000	2.6038
5606674	11:23:29 AM	2.7063	2.6501	4.9988	2.4902	2.6123	2.8699	2.5305	2.7722	2.8845	3.9551	2.8320	3.6560	3.1995	2.5867	2.7795	2.6770	3.0615	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5606774	11:23:29 AM	2.7051	2.6501	4.9988	2.4902	2.6123	2.8699	2.5305	2.7734	2.8833	3.9502	2.8308	3.6548	3.2007	2.5867	2.7795	2.6758	3.0603	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5606874	11:23:29 AM	2.7039	2.6501	4.9988	2.4902	2.6123	2.8687	2.5305	2.7747	2.8833	3.9551	2.8308	3.6536	3.2007	2.5867	2.7795	2.6758	3.0603	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5606974	11:23:29 AM	2.7039	2.6501	4.9988	2.4902	2.6123	2.8711	2.5305	2.7759	2.8894	3.9526	2.8320	3.6523	3.1995	2.5867	2.7795	2.6758	3.0591	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5607074	11:23:29 AM	2.7039	2.6489	4.9988	2.4902	2.6123	2.8735	2.5305	2.7759	2.8894	3.9453	2.8333	3.6499	3.1982	2.5854	2.7783	2.6758	3.0591	4.9988	2.9468	4.9988	4.9988	0.0000	2.6038
5607174	11:23:29 AM	2.7039	2.6501	4.9988	2.4902	2.6123	2.8735	2.5317	2.7759	2.8882	3.9465	2.8320	3.6499	3.1982	2.5854	2.7783	2.6770	3.0591	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5607274	11:23:29 AM	2.7026	2.6489	4.9988	2.4902	2.6123	2.8735	2.5305	2.7759	2.8894	3.9416	2.8333	3.6499	3.1982	2.5854	2.7783	2.6770	3.0591	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5607374	11:23:29 AM	2.7039	2.6489	4.9988	2.4902	2.6123	2.8735	2.5305	2.7747	2.8870	3.9404	2.8333	3.6487	3.1982	2.5854	2.7795	2.6770	3.0591	4.9988	2.9468	4.9988	4.9988	0.0000	2.6038
5607474	11:23:29 AM	2.7026	2.6501	4.9988	2.4902	2.6111	2.8711	2.5317	2.7747	2.8857	3.9368	2.8333	3.6487	3.1982	2.5854	2.7795	2.6770	3.0579	4.9988	2.9492	4.9988	4.9988	0.0000	2.6038
5607574	11:23:29 AM	2.7026	2.6501	4.9988	2.4902	2.6123	2.8699	2.5305	2.7747	2.8857	3.9368	2.8333	3.6487	3.1982	2.5854	2.7795	2.6770	3.0579	4.9988	2.9553	4.9988	4.9988	0.0000	2.6038
5607674	11:23:30 AM	2.7026	2.6501	4.9988	2.4902	2.6123	2.8687	2.5305	2.7734	2.8857	3.9453	2.8333	3.6475	3.1995	2.5854	2.7808	2.6794	3.0579	4.9988	2.9602	4.9988	4.9988	0.0000	2.6038
5607774	11:23:30 AM	2.7014	2.6501	4.9988	2.4902	2.6123	2.8662	2.5305	2.7722	2.8870	3.9709	2.8333	3.6462	3.1995	2.5854	2.7808	2.6807	3.0579	4.9988	2.9639	4.9988	4.9988	0.0000	2.6038
5607874	11:23:30 AM	2.7014	2.6501	4.9988	2.4902	2.6123	2.8662	2.5305	2.7722	2.8845	3.9734	2.8333	3.6450	3.1995	2.5854	2.7808	2.6807	3.0579	4.9988	2.9614	4.9988	4.9988	0.0000	2.6038
5607974	11:23:30 AM	2.7002	2.6501	4.9988	2.4902	2.6123	2.8674	2.5305	2.7722	2.8845	3.9709	2.8333	3.6438	3.1995	2.5854	2.7808	2.6807	3.0566	4.9988	2.9578	4.9988	4.9988	0.0000	2.6038
5608074	11:23:30 AM	2.6990	2.6489	4.9988	2.4902	2.6123	2.8687	2.5293	2.7734	2.8857	3.9587	2.8333	3.6426	3.1995	2.5854	2.7795	2.6794	3.0579	4.9988	2.9553	4.9988	4.9988	0.0000	2.6038
5608174	11:23:30 AM	2.6990	2.6489	4.9988	2.4902	2.6123	2.8699	2.5305	2.7747	2.8870	3.9563	2.8333	3.6426	3.1995	2.5854	2.7795	2.6794	3.0566	4.9988	2.9541	4.9988	4.9988	0.0000	2.6038
5608274	11:23:30 AM	2.7002	2.6489	4.9988	2.4902	2.6123	2.8687	2.5293	2.7747	2.8870	3.9514	2.8345	3.6414	3.1995	2.5842	2.7795	2.6794	3.0566	4.9988	2.9529	4.9988	4.9988	0.0000	2.6038
5608374	11:23:30 AM	2.6990	2.6489	4.9988	2.4902	2.6123	2.8662	2.5293	2.7734	2.8845	3.9453	2.8345	3.6414	3.2007	2.5842	2.7795	2.6794	3.0566	4.9988	2.9529	4.9988	4.9988	0.0000	2.6038
5608474	11:23:30 AM	2.6990	2.6489	4.9988	2.4902	2.6123	2.8662	2.5293	2.7734	2.8845	3.9429	2.8345	3.6401	3.1995	2.5842	2.7795	2.6794	3.0566	4.9988	2.9529	4.9988	4.9988	0.0000	2.6038
5608574	11:23:30 AM	2.6990	2.6489	4.9988	2.4902	2.6123	2.8650	2.5293	2.7734	2.8833	3.9404	2.8345	3.6389	3.1995	2.5842	2.7795	2.6794	3.0554	4.9988	2.9517	4.9988	4.9988	0.0000	2.6038
5608674	11:23:31 AM	2.6990	2.6489	4.9988	2.4902	2.6123	2.8650	2.5305	2.7747	2.8833	3.9416	2.8345	3.6401	3.2007	2.5842	2.7795	2.6794	3.0566	4.9988	2.9517	4.9988	4.9988	0.0000	2.6038
5608774	11:23:31 AM	2.6978	2.6501	4.9988	2.4902	2.6123	2.8625	2.5293	2.7734	2.8821	3.9441	2.8333	3.6389	3.2031	2.5854	2.7795	2.6770	3.0566	4.9988	2.9529	4.9988	4.9988	0.0000	2.6038
5608874	11:23:31 AM	2.6978	2.6501	4.9988	2.4902	2.6123	2.8601	2.5293	2.7747	2.8809	3.9380	2.8333	3.6377	3.2031	2.5842	2.7795	2.6758	3.0566	4.9988	2.9517	4.9988	4.9988	0.0000	2.6038
5608974	11:23:31 AM	2.6978	2.6489	4.9988	2.4902	2.6111	2.8601	2.5305	2.7734	2.8821	3.9343	2.8345	3.6365	3.2007	2.5842	2.7795	2.6758	3.0554	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5609074	11:23:31 AM	2.6990	2.6489	4.9988	2.4902	2.6123	2.8601	2.5293	2.7734	2.8857	3.9331	2.8345	3.6365	3.1995	2.5842	2.7795	2.6770	3.0566	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5609174	11:23:31 AM	2.6990	2.6477	4.9988	2.4902	2.6123	2.8613	2.5293	2.7734	2.8931	3.9355	2.8369	3.6353	3.1982	2.5842	2.7783	2.6758	3.0566	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5609274	11:23:31 AM	2.7002	2.6489	4.9988	2.4902	2.6123	2.8601	2.5305	2.7734	2.8955	3.9294	2.8381	3.6365	3.1982	2.5830	2.7783	2.6770	3.0579	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5609374	11:23:31 AM	2.7002	2.6477	4.9988	2.4902	2.6111	2.8613	2.5305	2.7747	2.8967	3.9246	2.8394	3.6353	3.1982	2.5830	2.7783	2.6758	3.0579	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5609474	11:23:31 AM	2.7002	2.6489	4.9988	2.4902	2.6111	2.8613	2.5305	2.7747	2.8979	3.9233	2.8406	3.6353	3.1970	2.5830	2.7783	2.6758	3.0579	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5609574	11:23:31 AM	2.6990	2.6477	4.9988	2.4902	2.6123	2.8625	2.5305	2.7747	2.8979	3.9197	2.8394	3.6353	3.1970	2.5818	2.7783	2.6770	3.0566	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5609674	11:23:32 AM	2.6990	2.6489	4.9988	2.4902	2.6111	2.8613	2.5305	2.7734	2.8931	3.9136	2.8394	3.6328	3.1982	2.5830	2.7783	2.6770	3.0566	4.9988	2.9492	4.9988	4.9988	0.0000	2.6038
5609774	11:23:32 AM	2.6990	2.6489	4.9988	2.4902	2.6111	2.8613	2.5305	2.7747	2.8918	3.9160	2.8381	3.6328	3.1970	2.5818	2.7783	2.6770	3.0554	4.9988	2.9492	4.9988	4.9988	0.0000	2.6050
5609874	11:23:32 AM	2.6990	2.6477	4.9988	2.4902	2.6123	2.8625	2.5305	2.7747	2.8906	3.9099	2.8381	3.6316	3.1970	2.5818	2.7783	2.6770	3.0554	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5609974	11:23:32 AM	2.6978	2.6477	4.9988	2.4902	2.6111	2.8601	2.5293	2.7747	2.8894	3.9124	2.8369	3.6316	3.1982	2.5818	2.7783	2.6770	3.0554	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5610074	11:23:32 AM	2.6978	2.6489	4.9988	2.4915	2.6123	2.8613	2.5305	2.7747	2.8870	3.9075	2.8357	3.6316	3.1982	2.5830	2.7783	2.6758	3.0542	4.9988	2.9468	4.9988	4.9988	0.0000	2.6050
5610174	11:23:32 AM	2.6990	2.6477	4.9988	2.4902	2.6123	2.8625	2.5293	2.7747	2.8857	3.9099	2.8357	3.6304	3.1970	2.5818	2.7783	2.6770	3.0530	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5610274	11:23:32 AM	2.6978	2.6489	4.9988	2.4902	2.6123	2.8613	2.5305	2.7747	2.8845	3.9075	2.8345	3.6304	3.2007	2.5830	2.7783	2.6758	3.0530	4.9988	2.9468	4.9988	4.9988	0.0000	2.6038
5610374	11:23:32 AM	2.6978	2.6489	4.9988	2.4902	2.6123	2.8589	2.5293	2.7734	2.8833	3.9111	2.8333	3.6328	3.2056	2.5830	2.7795	2.6746	3.0530	4.9988	2.9468	4.9988	4.9988	0.0000	2.6038
5610474	11:23:32 AM	2.6978	2.6501	4.9988	2.4902	2.6123	2.8564	2.5293	2.7722	2.8809	3.9282	2.8308	3.6340	3.2092	2.5842	2.7808	2.6746	3.0530	4.9988	2.9468	4.9988	4.9988	0.0000	2.6038
5610574	11:23:32 AM	2.6978	2.6501	4.9988	2.4902	2.6123	2.8540	2.5293	2.7710	2.8796	3.9771	2.8296	3.6377	3.2166	2.5867	2.7808	2.6733	3.0530	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5610674	11:23:33 AM	2.6965	2.6501	4.9988	2.4902	2.6123	2.8503	2.5281	2.7710	2.8772	3.9917	2.8284	3.6377	3.2202	2.5879	2.7808	2.6721	3.0530	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5610774	11:23:33 AM	2.6953	2.6514	4.9988	2.4902	2.6123	2.8467	2.5281	2.7710	2.8760	3.9795	2.8271	3.6365	3.2190	2.5903	2.7808	2.6697	3.0518	4.9988	2.9480	4.9988	4.9988	0.0000	2.6038
5610874	11:23:33 AM	2.6953	2.6526	4.9988	2.4902	2.6123	2.8430	2.5281	2.7698	2.8760	3.9697	2.8259	3.6365	3.2141	2.5903	2.7808	2.6697	3.0505	4.9988	2.9504	4.9988	4.9988	0.0000	2.6038
5610974	11:23:33 AM	2.6965	2.6514	4.9988	2.4902	2.6123	2.8430	2.5293	2.7698	2.8760	3.9636	2.8271	3.6353	3.2092	2.5891	2.7808	2.6709	3.0518	4.9988	2.9578	4.9988	4.9988	0.0000	2.6038
5611074	11:23:33 AM	2.6990	2.6501	4.9988	2.4902	2.6123	2.8467	2.5293	2.7686	2.8784	3.9648	2.8308	3.6353	3.2007	2.5879	2.7832	2.6733	3.0530	4.9988	2.9639	4.9988	4.9988	0.0000	2.6038
5611174	11:23:33 AM	2.6990	2.6501	4.9988	2.4902	2.6123	2.8467	2.5281	2.7673	2.8796	3.9587	2.8320	3.6340	3.1995	2.5867	2.7832	2.6758	3.0530	4.9988	2.9749	4.9988	4.9988	0.0000	2.6038
5611274	11:23:33 AM	2.6978	2.6489	4.9988	2.4902	2.6123	2.8467	2.5281	2.7661	2.8821	3.9709	2.8333	3.6316	3.1995	2.5854	2.7832	2.6794	3.0518	4.9988	2.9822	4.9988	4.9988	0.0000	2.6038
5611374	11:23:33 AM	2.6978	2.6489	4.9988	2.4902	2.6123	2.8491	2.5281	2.7649	2.8833	3.9734	2.8357	3.6304	3.2007	2.5854	2.7832	2.6819	3.0530	4.9988	2.9858	4.9988	4.9988	0.0000	2.6038
5611474	11:23:33 AM	2.6978	2.6477	4.9988	2.4902	2.6123	2.8491	2.5281	2.7649	2.8882	3.9636	2.8381	3.6292	3.2007	2.5842	2.7832	2.6831	3.0530	4.9988	2.9822	4.9988	4.9988	0.0000	2.6038
5611574	11:23:33 AM	2.6965	2.6477	4.9988	2.4902	2.6123	2.8467	2.5293	2.7649	2.8906	3.9722	2.8394	3.6267	3.1982	2.5830	2.7832	2.6831	3.0530	4.9988	2.9810	4.9988	4.9988	0.0000	2.6038
5611674	11:23:34 AM	2.6953	2.6477	4.9988	2.4902	2.6111	2.8455	2.5281	2.7661	2.8918	3.9539	2.8418	3.6255	3.1995	2.5830	2.7820	2.6807	3.0542	4.9988	2.9785	4.9988	4.9988	0.0000	2.6038
5611774	11:23:34 AM	2.6978	2.6489	4.9988	2.4902	2.6111	2.8430	2.5293	2.7661	2.8943	3.9551	2.8430	3.6279	3.1995	2.5842	2.7820	2.6794	3.0591	4.9988	2.9749	4.9988	4.9988	0.0000	2.6038
5611874	11:23:34 AM	2.7002	2.6501	4.9988	2.4915	2.6111	2.8430	2.5293	2.7649	2.8943	3.9453	2.8430	3.6279	3.1982	2.5830	2.7820	2.6782	3.0591	4.9988	2.9724	4.9988	4.9988	0.0000	2.6038
5611974	11:23:34 AM	2.6965	2.6489	4.9988	2.4902	2.6123	2.8418	2.5293	2.7649	2.8918	3.9368	2.8418	3.6243	3.2007	2.5842	2.7820	2.6794	3.0542	4.9988	2.9834	4.9988	4.9988	0.0000	2.6038
5612074	11:23:34 AM	2.6917	2.6514	4.9988	2.4890	2.6111	2.8333	2.5269	2.7637	2.8894	3.9990	2.8381	3.6230	3.2056	2.5903	2.7832	2.6770	3.0530	4.9988	2.9834	4.9988	4.9988	0.0000	2.6038
5612174	11:23:34 AM	2.6917	2.6526	4.9988	2.4902	2.6111	2.8333	2.5281	2.7637	2.8931	3.9722	2.8394	3.6206	3.1995	2.5879	2.7820	2.6770	3.0530	4.9988	2.9797	4.9988	4.9988	0.0000	2.6038
5612274	11:23:34 AM	2.6917	2.6550	4.9988	2.4890	2.6099	2.8284	2.5281	2.7625	2.8906	3.9575	2.8430	3.6194	3.2007	2.5891	2.7820	2.6746	3.0566	4.9988	2.9871	4.9988	4.9988	0.0000	2.6038
5612374	11:23:34 AM	2.6904	2.6660	4.9988	2.4890	2.6099	2.8076	2.5281	2.7576	2.8931	3.9502	2.8442	3.6267	3.2117	2.6050	2.7820	2.6660	3.0640	4.9988	3.0054	4.9988	4.9988	0.0000	2.6038
5612474	11:23:34 AM	2.6904	2.6709	4.9988	2.4890	2.6086	2.7954	2.5269	2.7515	2.8955	3.9514	2.8467	3.6279	3.2080	2.6074	2.7832	2.6624	3.0713	4.9988	3.0286	4.9988	4.9988	0.0000	2.6038
5612574	11:23:34 AM	2.7026	2.6904	4.9988	2.4915	2.6099	2.7734	2.5391	2.7441	2.9053	4.1223	2.8613	3.6523	3.2104	2.6038	2.7820	2.6501	3.1177	4.9988	3.0444	4.9988	4.9988	0.0000	2.6038
5612674	11:23:35 AM	2.7527	2.7063	4.9988	2.5012	2.6099	2.8040	2.5647	2.7490	2.9797	4.2737	2.8845	3.6816	3.2068	2.5757	2.7771	2.6868	3.2849	4.9988	3.0322	4.9988	4.9988	0.0000	2.6038
5612774	11:23:35 AM	2.8394	2.7808	4.9988	2.5122	2.6099	2.9626	2.5867	2.7856	3.0652	4.2603	2.9309	3.6963	3.2507	2.5586	2.7747	2.7759	3.4985	4.9988	3.0237	4.9988	4.9988	0.0000	2.6050
5612874	11:23:35 AM	2.9553	2.8015	4.9988	2.5171	2.6111	3.1006	2.5891	2.8186	3.0469	4.2493	2.9492	3.6853	3.2812	2.5464	2.7759	2.8796	3.6316	4.9988	2.9980	4.9988	4.9988	0.0000	2.6038
5612974	11:23:35 AM	3.2983	2.9285	4.9988	2.5256	2.6160	3.1067	2.6733	2.8699	2.9150	4.5190	2.9517	3.8635	3.3142	2.5415	2.7795	2.9846	4.0503	4.9988	2.9419	4.9988	4.9988	0.0000	2.6038
5613074	11:23:35 AM	3.4204	3.4290	4.9988	2.5537	2.6160	2.9749	2.8064	2.8784	2.7869	4.6106	2.8772	4.2249	3.3447	2.5464	2.7808	2.8076	4.1992	4.9988	3.0884	4.9988	4.9988	0.0000	2.6050
5613174	11:23:35 AM	3.4778	3.9746	4.9988	2.5903	2.6184	2.7930	2.8333	2.7832	2.7441	4.6826	2.7417	4.5508	3.3704	2.5525	2.7795	2.6624	4.2371	4.9988	3.0115	4.9988	4.9988	0.0000	2.6038
5613274	11:23:35 AM	3.5168	4.1357	4.4849	2.6050	2.6160	2.7319	2.8235	2.7490	2.7429	4.6704	2.7063	4.6411	3.3252	2.5635	2.7747	2.5940	4.1724	4.9988	3.0334	4.9988	4.9988	0.0000	2.6038
5613374	11:23:35 AM	3.5376	3.9124	4.5129	2.5989	2.6147	2.7710	2.8137	2.7771	2.8223	4.5886	2.7283	4.5776	3.2837	2.5598	2.7759	2.6086	4.1162	4.9988	3.0530	4.9988	4.9988	0.0000	2.6038
5613474	11:23:35 AM	3.6877	3.1958	4.9670	2.5537	2.6282	2.9016	2.6904	2.7612	3.0188	4.6838	2.8015	4.4739	3.3118	2.6624	2.8064	2.5940	3.8794	4.9988	2.9956	4.9988	4.9988	0.0000	2.6038
5613574	11:23:35 AM	3.4485	2.8137	4.9988	2.5403	2.6245	2.8271	2.6355	2.7441	2.9211	4.5325	2.8003	4.5093	3.3130	2.6941	2.8003	2.5708	3.6572	4.9988	2.9553	4.9988	4.9988	0.0000	2.6038
5613674	11:23:36 AM	3.4265	2.7466	4.9988	2.5220	2.6282	2.8992	2.6062	2.7612	2.8845	4.5154	2.7905	4.4275	3.2874	2.7026	2.8162	2.5781	3.5168	4.9988	2.9358	4.9988	4.9988	0.0000	2.6038
5613774	11:23:36 AM	3.3398	2.7222	4.9988	2.5171	2.6257	2.9199	2.6025	2.7844	2.9321	4.4336	2.8015	4.3030	3.2837	2.6782	2.8064	2.5818	3.4448	2.9211	2.9224	4.9988	4.9988	0.0000	2.6038
5613874	11:23:36 AM	3.2910	2.7185	4.9988	2.5171	2.6208	2.9407	2.6038	2.7991	3.0432	4.3738	2.8235	4.1589	3.2654	2.6575	2.7893	2.5769	3.4326	2.9382	2.8967	4.9988	4.9988	0.0000	2.6038
