Milisec	Time	M0A0	M1A0	M2A0	M0A1	M1A1	M2A1	M0A2	M1A2	M2A2	M0A3	M1A3	M2A3	M0A4	M1A4	M2A4	M0A5	M1A5	M2A5	M0A6	M1A6	M2A6	Trigger	Temp
3526701	10:48:49 AM	2.7783	2.6575	4.9988	2.5220	2.6013	2.9663	2.5854	2.8015	2.7930	4.2969	3.0444	3.6414	3.0762	2.5378	2.7698	2.6062	3.5254	4.9988	2.8052	4.9988	4.9988	0.0000	2.5854
3526801	10:48:49 AM	2.7795	2.6624	4.9988	2.5220	2.6013	2.9675	2.5903	2.8015	2.7966	4.3762	3.0481	3.6328	3.0688	2.5354	2.7686	2.6038	3.5229	4.9988	2.8003	4.9988	4.9988	0.0000	2.5854
3526901	10:48:49 AM	2.7869	2.6709	4.9988	2.5208	2.6013	2.9736	2.5964	2.8003	2.7979	4.4116	3.0518	3.6304	3.0652	2.5342	2.7698	2.6025	3.5229	4.9988	2.7954	4.9988	4.9988	0.0000	2.5867
3527001	10:48:49 AM	2.7856	2.6685	4.9988	2.5208	2.6013	2.9712	2.5940	2.8003	2.7942	4.3616	3.0481	3.6145	3.0627	2.5330	2.7698	2.6025	3.5168	4.9988	2.7930	4.9988	4.9988	0.0000	2.5854
3527101	10:48:49 AM	2.7832	2.6611	4.9988	2.5195	2.6013	2.9712	2.5891	2.7991	2.7917	4.3884	3.0493	3.6133	3.0615	2.5330	2.7698	2.6062	3.5132	4.9988	2.7942	4.9988	4.9988	0.0000	2.5854
3527201	10:48:49 AM	2.7783	2.6514	4.9988	2.5208	2.6013	2.9675	2.5842	2.7979	2.7893	4.3457	3.0505	3.6121	3.0615	2.5342	2.7698	2.6111	3.5120	4.9988	2.7954	4.9988	4.9988	0.0000	2.5867
3527301	10:48:49 AM	2.7771	2.6465	4.9988	2.5183	2.6001	2.9712	2.5818	2.7966	2.7856	4.3494	3.0505	3.6108	3.0615	2.5330	2.7710	2.6135	3.5107	4.9988	2.7954	4.9988	4.9988	0.0000	2.5867
3527401	10:48:49 AM	2.7771	2.6453	4.9988	2.5183	2.6001	2.9712	2.5818	2.7942	2.7832	4.3201	3.0505	3.6108	3.0615	2.5330	2.7722	2.6123	3.5095	4.9988	2.7942	4.9988	4.9988	0.0000	2.5854
3527501	10:48:49 AM	2.7795	2.6428	4.9988	2.5183	2.6001	2.9749	2.5818	2.7942	2.7832	4.2908	3.0518	3.6084	3.0603	2.5330	2.7722	2.6123	3.5059	4.9988	2.7917	4.9988	4.9988	0.0000	2.5854
3527601	10:48:50 AM	2.7820	2.6440	4.9988	2.5183	2.6001	2.9773	2.5830	2.7942	2.7844	4.2725	3.0554	3.6023	3.0615	2.5317	2.7722	2.6123	3.5034	4.9988	2.7905	4.9988	4.9988	0.0000	2.5854
3527701	10:48:50 AM	2.7820	2.6440	4.9988	2.5183	2.6001	2.9761	2.5818	2.7930	2.7832	4.2456	3.0518	3.5999	3.0603	2.5317	2.7722	2.6123	3.5022	4.9988	2.7905	4.9988	4.9988	0.0000	2.5854
3527801	10:48:50 AM	2.7808	2.6428	4.9988	2.5183	2.6001	2.9749	2.5806	2.7942	2.7795	4.2847	3.0481	3.5999	3.0603	2.5317	2.7734	2.6123	3.5022	4.9988	2.7905	4.9988	4.9988	0.0000	2.5854
3527901	10:48:50 AM	2.7795	2.6428	4.9988	2.5183	2.6001	2.9736	2.5806	2.7930	2.7783	4.2810	3.0444	3.5962	3.0615	2.5317	2.7734	2.6123	3.5010	4.9988	2.7893	4.9988	4.9988	0.0000	2.5854
3528001	10:48:50 AM	2.7783	2.6428	4.9988	2.5171	2.6001	2.9736	2.5806	2.7930	2.7771	4.2761	3.0408	3.5925	3.0615	2.5317	2.7734	2.6111	3.4985	4.9988	2.7881	4.9988	4.9988	0.0000	2.5867
3528101	10:48:50 AM	2.7771	2.6428	4.9988	2.5171	2.6013	2.9724	2.5793	2.7930	2.7759	4.2981	3.0359	3.5913	3.0615	2.5317	2.7747	2.6111	3.4985	4.9988	2.7869	4.9988	4.9988	0.0000	2.5854
3528201	10:48:50 AM	2.7747	2.6416	4.9988	2.5171	2.6013	2.9712	2.5781	2.7930	2.7734	4.3201	3.0334	3.5889	3.0615	2.5317	2.7747	2.6123	3.4973	4.9988	2.7869	4.9988	4.9988	0.0000	2.5854
3528301	10:48:50 AM	2.7722	2.6404	4.9988	2.5171	2.6025	2.9687	2.5757	2.7930	2.7710	4.3958	3.0286	3.5876	3.0627	2.5330	2.7783	2.6135	3.4985	4.9988	2.7881	4.9988	4.9988	0.0000	2.5867
3528401	10:48:50 AM	2.7661	2.6379	4.9988	2.5159	2.6038	2.9663	2.5684	2.7930	2.7686	4.4373	3.0212	3.5925	3.0664	2.5366	2.7795	2.6160	3.5034	4.9988	2.7954	4.9988	4.9988	0.0000	2.5854
3528501	10:48:50 AM	2.7588	2.6343	4.9988	2.5159	2.6025	2.9602	2.5647	2.7942	2.7661	4.3726	3.0176	3.5925	3.0664	2.5378	2.7783	2.6172	3.5034	4.9988	2.7966	4.9988	4.9988	0.0000	2.5854
3528601	10:48:51 AM	2.7576	2.6343	4.9988	2.5159	2.6025	2.9578	2.5647	2.7942	2.7661	4.3286	3.0176	3.5852	3.0664	2.5366	2.7783	2.6160	3.4998	4.9988	2.7966	4.9988	4.9988	0.0000	2.5854
3528701	10:48:51 AM	2.7551	2.6331	4.9988	2.5159	2.6025	2.9541	2.5635	2.7930	2.7649	4.3164	3.0164	3.5803	3.0652	2.5378	2.7783	2.6147	3.4973	4.9988	2.7966	4.9988	4.9988	0.0000	2.5854
3528801	10:48:51 AM	2.7539	2.6331	4.9988	2.5159	2.6013	2.9553	2.5647	2.7930	2.7649	4.2981	3.0164	3.5730	3.0615	2.5366	2.7771	2.6160	3.4949	4.9988	2.7954	4.9988	4.9988	0.0000	2.5867
3528901	10:48:51 AM	2.7527	2.6331	4.9988	2.5159	2.6013	2.9517	2.5635	2.7917	2.7637	4.2773	3.0127	3.5706	3.0627	2.5366	2.7783	2.6147	3.4937	4.9988	2.7966	4.9988	4.9988	0.0000	2.5854
3529001	10:48:51 AM	2.7539	2.6331	4.9988	2.5159	2.6013	2.9492	2.5635	2.7905	2.7625	4.2847	3.0115	3.5706	3.0627	2.5378	2.7783	2.6135	3.4924	4.9988	2.7966	4.9988	4.9988	0.0000	2.5867
3529101	10:48:51 AM	2.7539	2.6331	4.9988	2.5159	2.6013	2.9480	2.5635	2.7893	2.7625	4.2590	3.0090	3.5681	3.0603	2.5366	2.7795	2.6135	3.4912	4.9988	2.7954	4.9988	4.9988	0.0000	2.5854
3529201	10:48:51 AM	2.7539	2.6331	4.9988	2.5159	2.6013	2.9480	2.5635	2.7893	2.7637	4.2712	3.0115	3.5669	3.0579	2.5366	2.7783	2.6135	3.4900	4.9988	2.7942	4.9988	4.9988	0.0000	2.5854
3529301	10:48:51 AM	2.7527	2.6318	4.9988	2.5159	2.6013	2.9492	2.5635	2.7893	2.7637	4.2603	3.0127	3.5657	3.0566	2.5354	2.7783	2.6135	3.4888	4.9988	2.7942	4.9988	4.9988	0.0000	2.5854
3529401	10:48:51 AM	2.7527	2.6318	4.9988	2.5171	2.6013	2.9468	2.5635	2.7893	2.7637	4.2358	3.0139	3.5645	3.0554	2.5366	2.7783	2.6135	3.4900	4.9988	2.8003	4.9988	4.9988	0.0000	2.5854
3529501	10:48:51 AM	2.7527	2.6306	4.9988	2.5159	2.6001	2.9456	2.5635	2.7881	2.7673	4.2249	3.0164	3.5608	3.0566	2.5366	2.7771	2.6147	3.4900	4.9988	2.7991	4.9988	4.9988	0.0000	2.5854
3529601	10:48:52 AM	2.7527	2.6306	4.9988	2.5171	2.5989	2.9517	2.5635	2.7893	2.7698	4.2505	3.0225	3.5608	3.0542	2.5342	2.7759	2.6147	3.4888	4.9988	2.7942	4.9988	4.9988	0.0000	2.5854
3529701	10:48:52 AM	2.7515	2.6306	4.9988	2.5171	2.5989	2.9553	2.5635	2.7917	2.7710	4.2505	3.0261	3.5596	3.0542	2.5354	2.7759	2.6147	3.4888	4.9988	2.7930	4.9988	4.9988	0.0000	2.5854
3529801	10:48:52 AM	2.7515	2.6294	4.9988	2.5171	2.5989	2.9565	2.5647	2.7917	2.7698	4.2371	3.0273	3.5559	3.0530	2.5342	2.7747	2.6160	3.4875	4.9988	2.7930	4.9988	4.9988	0.0000	2.5867
3529901	10:48:52 AM	2.7515	2.6294	4.9988	2.5171	2.5989	2.9541	2.5635	2.7905	2.7698	4.2273	3.0261	3.5547	3.0542	2.5342	2.7747	2.6160	3.4875	4.9988	2.7930	4.9988	4.9988	0.0000	2.5854
3530001	10:48:52 AM	2.7502	2.6294	4.9988	2.5159	2.5989	2.9504	2.5635	2.7917	2.7734	4.2310	3.0310	3.5535	3.0530	2.5330	2.7734	2.6147	3.4863	4.9988	2.7917	4.9988	4.9988	0.0000	2.5854
3530101	10:48:52 AM	2.7490	2.6294	4.9988	2.5171	2.5989	2.9614	2.5623	2.7979	2.7795	4.2346	3.0469	3.5583	3.0566	2.5330	2.7734	2.6147	3.4851	4.9988	2.7991	4.9988	4.9988	0.0000	2.5867
3530201	10:48:52 AM	2.7441	2.6294	4.9988	2.5159	2.5989	2.9797	2.5623	2.8040	2.7820	4.2346	3.0640	3.5583	3.0530	2.5317	2.7722	2.6147	3.4851	4.9988	2.7954	4.9988	4.9988	0.0000	2.5854
3530301	10:48:52 AM	2.7417	2.6294	4.9988	2.5159	2.5977	2.9919	2.5623	2.8101	2.7869	4.2126	3.0847	3.5583	3.0505	2.5305	2.7698	2.6147	3.4839	4.9988	2.7881	4.9988	4.9988	0.0000	2.5854
3530401	10:48:52 AM	2.7405	2.6282	4.9988	2.5159	2.5977	2.9895	2.5623	2.8088	2.7869	4.2004	3.0859	3.5559	3.0493	2.5305	2.7686	2.6160	3.4827	4.9988	2.7832	4.9988	4.9988	0.0000	2.5854
3530501	10:48:52 AM	2.7405	2.6270	4.9988	2.5159	2.5977	2.9932	2.5623	2.8101	2.7869	4.1919	3.0884	3.5535	3.0493	2.5293	2.7686	2.6184	3.4814	4.9988	2.7808	4.9988	4.9988	0.0000	2.5854
3530601	10:48:53 AM	2.7393	2.6270	4.9988	2.5146	2.5977	2.9919	2.5623	2.8076	2.7844	4.1846	3.0884	3.5559	3.0518	2.5293	2.7686	2.6184	3.4814	4.9988	2.7783	4.9988	4.9988	0.0000	2.5867
3530701	10:48:53 AM	2.7405	2.6257	4.9988	2.5146	2.5977	3.0127	2.5610	2.8088	2.7820	4.1760	3.0945	3.5583	3.0640	2.5281	2.7673	2.6270	3.4802	4.9988	2.7747	4.9988	4.9988	0.0000	2.5854
3530801	10:48:53 AM	2.7405	2.6245	4.9988	2.5146	2.5977	3.0273	2.5610	2.8101	2.7783	4.1699	3.0969	3.5559	3.0664	2.5281	2.7686	2.6282	3.4802	4.9988	2.7722	4.9988	4.9988	0.0000	2.5854
3530901	10:48:53 AM	2.7405	2.6245	4.9988	2.5146	2.5989	3.0249	2.5610	2.8076	2.7759	4.1602	3.0920	3.5535	3.0676	2.5281	2.7673	2.6270	3.4790	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3531001	10:48:53 AM	2.7429	2.6221	4.9988	2.5146	2.5977	3.0237	2.5610	2.8064	2.7747	4.1516	3.0872	3.5486	3.0688	2.5269	2.7673	2.6294	3.4778	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3531101	10:48:53 AM	2.7441	2.6233	4.9988	2.5146	2.5977	3.0200	2.5610	2.8040	2.7734	4.1577	3.0798	3.5461	3.0688	2.5269	2.7673	2.6270	3.4778	4.9988	2.7686	4.9988	4.9988	0.0000	2.5867
3531201	10:48:53 AM	2.7478	2.6233	4.9988	2.5146	2.5977	3.0225	2.5623	2.8040	2.7722	4.1785	3.0750	3.5461	3.0664	2.5269	2.7661	2.6257	3.4778	4.9988	2.7673	4.9988	4.9988	0.0000	2.5867
3531301	10:48:53 AM	2.7502	2.6233	4.9988	2.5146	2.5977	3.0176	2.5623	2.8027	2.7722	4.1736	3.0762	3.5461	3.0688	2.5269	2.7673	2.6245	3.4766	4.9988	2.7722	4.9988	4.9988	0.0000	2.5867
3531401	10:48:53 AM	2.7527	2.6233	4.9988	2.5146	2.5977	3.0078	2.5623	2.7979	2.7698	4.1785	3.0701	3.5474	3.0688	2.5269	2.7673	2.6245	3.4766	4.9988	2.7722	4.9988	4.9988	0.0000	2.5854
3531501	10:48:53 AM	2.7515	2.6221	4.9988	2.5159	2.5977	3.0115	2.5623	2.7991	2.7686	4.1638	3.0762	3.5437	3.0774	2.5256	2.7673	2.6282	3.4753	4.9988	2.7686	4.9988	4.9988	0.0000	2.5854
3531601	10:48:54 AM	2.7490	2.6221	4.9988	2.5146	2.5977	3.0127	2.5623	2.8015	2.7686	4.1492	3.0774	3.5388	3.0774	2.5269	2.7673	2.6282	3.4753	4.9988	2.7686	4.9988	4.9988	0.0000	2.5854
3531701	10:48:54 AM	2.7478	2.6221	4.9988	2.5146	2.5977	3.0103	2.5623	2.7991	2.7686	4.1418	3.0725	3.5364	3.0786	2.5256	2.7673	2.6282	3.4741	4.9988	2.7686	4.9988	4.9988	0.0000	2.5854
3531801	10:48:54 AM	2.7466	2.6221	4.9988	2.5146	2.5977	3.0090	2.5623	2.7979	2.7686	4.1345	3.0725	3.5339	3.0786	2.5256	2.7673	2.6294	3.4741	4.9988	2.7686	4.9988	4.9988	0.0000	2.5854
3531901	10:48:54 AM	2.7478	2.6221	4.9988	2.5146	2.5977	3.0090	2.5623	2.7979	2.7722	4.1858	3.0786	3.5315	3.0798	2.5256	2.7661	2.6282	3.4741	4.9988	2.7673	4.9988	4.9988	0.0000	2.5854
3532001	10:48:54 AM	2.7478	2.6221	4.9988	2.5146	2.5977	3.0090	2.5635	2.7991	2.7771	4.2151	3.0859	3.5303	3.0798	2.5256	2.7661	2.6270	3.4729	4.9988	2.7673	4.9988	4.9988	0.0000	2.5854
3532101	10:48:54 AM	2.7478	2.6233	4.9988	2.5159	2.5964	3.0090	2.5635	2.8003	2.7820	4.2212	3.0920	3.5291	3.0798	2.5244	2.7661	2.6270	3.4741	4.9988	2.7673	4.9988	4.9988	0.0000	2.5867
3532201	10:48:54 AM	2.7490	2.6233	4.9988	2.5159	2.5964	3.0078	2.5635	2.8015	2.7832	4.2175	3.0957	3.5278	3.0798	2.5244	2.7649	2.6270	3.4729	4.9988	2.7661	4.9988	4.9988	0.0000	2.5854
3532301	10:48:54 AM	2.7478	2.6233	4.9988	2.5159	2.5964	3.0090	2.5635	2.8015	2.7832	4.1943	3.0957	3.5266	3.0811	2.5244	2.7649	2.6270	3.4717	4.9988	2.7661	4.9988	4.9988	0.0000	2.5854
3532401	10:48:54 AM	2.7490	2.6233	4.9988	2.5159	2.5964	3.0127	2.5635	2.7991	2.7808	4.1956	3.0884	3.5291	3.0835	2.5232	2.7649	2.6270	3.4717	4.9988	2.7649	4.9988	4.9988	0.0000	2.5854
3532501	10:48:54 AM	2.7502	2.6221	4.9988	2.5146	2.5964	3.0103	2.5635	2.7966	2.7771	4.1919	3.0835	3.5278	3.0859	2.5244	2.7649	2.6282	3.4729	4.9988	2.7649	4.9988	4.9988	0.0000	2.5854
3532601	10:48:55 AM	2.7502	2.6221	4.9988	2.5146	2.5964	3.0127	2.5635	2.7966	2.7771	4.1785	3.0847	3.5254	3.0908	2.5232	2.7649	2.6282	3.4717	4.9988	2.7649	4.9988	4.9988	0.0000	2.5867
3532701	10:48:55 AM	2.7490	2.6221	4.9988	2.5146	2.5964	3.0115	2.5635	2.7954	2.7771	4.1675	3.0859	3.5242	3.0908	2.5232	2.7637	2.6282	3.4717	4.9988	2.7649	4.9988	4.9988	0.0000	2.5854
3532801	10:48:55 AM	2.7502	2.6221	4.9988	2.5146	2.5964	3.0090	2.5635	2.7954	2.7832	4.1663	3.0908	3.5229	3.0884	2.5232	2.7637	2.6282	3.4717	4.9988	2.7673	4.9988	4.9988	0.0000	2.5854
3532901	10:48:55 AM	2.7515	2.6221	4.9988	2.5159	2.5964	3.0078	2.5635	2.7979	2.7917	4.1895	3.0957	3.5205	3.0884	2.5232	2.7637	2.6257	3.4729	4.9988	2.7673	4.9988	4.9988	0.0000	2.5854
3533001	10:48:55 AM	2.7515	2.6221	4.9988	2.5159	2.5964	3.0090	2.5647	2.8003	2.7979	4.2078	3.1030	3.5193	3.0872	2.5232	2.7637	2.6257	3.4717	4.9988	2.7661	4.9988	4.9988	0.0000	2.5854
3533101	10:48:55 AM	2.7502	2.6221	4.9988	2.5159	2.5952	3.0139	2.5635	2.8076	2.8052	4.2041	3.1189	3.5181	3.0859	2.5220	2.7625	2.6270	3.4717	4.9988	2.7649	4.9988	4.9988	0.0000	2.5854
3533201	10:48:55 AM	2.7490	2.6221	4.9988	2.5159	2.5952	3.0139	2.5635	2.8088	2.8064	4.1895	3.1226	3.5144	3.0847	2.5220	2.7612	2.6257	3.4717	4.9988	2.7649	4.9988	4.9988	0.0000	2.5854
3533301	10:48:55 AM	2.7478	2.6208	4.9988	2.5159	2.5952	3.0127	2.5635	2.8076	2.8027	4.1748	3.1201	3.5132	3.0823	2.5220	2.7612	2.6257	3.4705	4.9988	2.7649	4.9988	4.9988	0.0000	2.5867
3533401	10:48:55 AM	2.7478	2.6221	4.9988	2.5146	2.5952	3.0115	2.5635	2.8064	2.8003	4.1589	3.1152	3.5120	3.0823	2.5220	2.7612	2.6257	3.4705	4.9988	2.7649	4.9988	4.9988	0.0000	2.5854
3533501	10:48:55 AM	2.7478	2.6221	4.9988	2.5159	2.5952	3.0115	2.5635	2.8064	2.7966	4.1492	3.1128	3.5132	3.0823	2.5220	2.7612	2.6257	3.4705	4.9988	2.7649	4.9988	4.9988	0.0000	2.5854
3533601	10:48:56 AM	2.7478	2.6221	4.9988	2.5146	2.5952	3.0090	2.5623	2.8040	2.7930	4.1418	3.1091	3.5132	3.0835	2.5220	2.7612	2.6245	3.4692	4.9988	2.7661	4.9988	4.9988	0.0000	2.5854
3533701	10:48:56 AM	2.7478	2.6221	4.9988	2.5146	2.5952	3.0066	2.5635	2.8027	2.7905	4.1357	3.1042	3.5120	3.0811	2.5220	2.7612	2.6245	3.4692	4.9988	2.7649	4.9988	4.9988	0.0000	2.5854
3533801	10:48:56 AM	2.7478	2.6221	4.9988	2.5146	2.5952	3.0054	2.5623	2.8015	2.7881	4.1345	3.0969	3.5120	3.0811	2.5220	2.7612	2.6245	3.4692	4.9988	2.7661	4.9988	4.9988	0.0000	2.5854
3533901	10:48:56 AM	2.7478	2.6233	4.9988	2.5146	2.5952	3.0017	2.5623	2.7991	2.7856	4.1309	3.0908	3.5095	3.0798	2.5220	2.7600	2.6233	3.4680	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3534001	10:48:56 AM	2.7466	2.6221	4.9988	2.5146	2.5952	2.9968	2.5623	2.7979	2.7844	4.1248	3.0884	3.5107	3.0798	2.5232	2.7600	2.6233	3.4680	4.9988	2.7698	4.9988	4.9988	0.0000	2.5867
3534101	10:48:56 AM	2.7466	2.6221	4.9988	2.5146	2.5952	2.9980	2.5623	2.7991	2.7856	4.1162	3.0859	3.5120	3.0786	2.5232	2.7600	2.6221	3.4680	4.9988	2.7686	4.9988	4.9988	0.0000	2.5854
3534201	10:48:56 AM	2.7466	2.6233	4.9988	2.5146	2.5952	3.0005	2.5623	2.8003	2.7856	4.1101	3.0823	3.5120	3.0762	2.5220	2.7600	2.6221	3.4668	4.9988	2.7673	4.9988	4.9988	0.0000	2.5854
3534301	10:48:56 AM	2.7466	2.6233	4.9988	2.5146	2.5952	2.9968	2.5623	2.8003	2.7832	4.1077	3.0774	3.5095	3.0762	2.5232	2.7600	2.6208	3.4680	4.9988	2.7686	4.9988	4.9988	0.0000	2.5854
3534401	10:48:56 AM	2.7466	2.6233	4.9988	2.5146	2.5952	2.9944	2.5623	2.8003	2.7820	4.1052	3.0737	3.5095	3.0750	2.5232	2.7600	2.6208	3.4680	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3534501	10:48:56 AM	2.7466	2.6245	4.9988	2.5146	2.5952	2.9944	2.5623	2.8015	2.7820	4.1016	3.0713	3.5083	3.0725	2.5232	2.7600	2.6208	3.4668	4.9988	2.7686	4.9988	4.9988	0.0000	2.5854
3534601	10:48:57 AM	2.7466	2.6245	4.9988	2.5146	2.5952	2.9944	2.5623	2.8003	2.7820	4.1003	3.0676	3.5083	3.0713	2.5232	2.7600	2.6208	3.4680	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3534701	10:48:57 AM	2.7466	2.6245	4.9988	2.5146	2.5952	2.9932	2.5623	2.7991	2.7820	4.1003	3.0664	3.5071	3.0701	2.5232	2.7588	2.6196	3.4680	4.9988	2.7710	4.9988	4.9988	0.0000	2.5854
3534801	10:48:57 AM	2.7466	2.6245	4.9988	2.5146	2.5952	2.9907	2.5623	2.7991	2.7820	4.0991	3.0664	3.5071	3.0676	2.5232	2.7588	2.6196	3.4680	4.9988	2.7710	4.9988	4.9988	0.0000	2.5867
3534901	10:48:57 AM	2.7466	2.6245	4.9988	2.5146	2.5952	2.9895	2.5610	2.7979	2.7808	4.1016	3.0640	3.5071	3.0664	2.5232	2.7600	2.6196	3.4668	4.9988	2.7710	4.9988	4.9988	0.0000	2.5867
3535001	10:48:57 AM	2.7478	2.6245	4.9988	2.5146	2.5952	2.9895	2.5623	2.7979	2.7808	4.1016	3.0627	3.5071	3.0652	2.5232	2.7600	2.6184	3.4668	4.9988	2.7710	4.9988	4.9988	0.0000	2.5867
3535101	10:48:57 AM	2.7478	2.6245	4.9988	2.5146	2.5952	2.9895	2.5623	2.7979	2.7795	4.1028	3.0615	3.5059	3.0627	2.5232	2.7600	2.6184	3.4668	4.9988	2.7710	4.9988	4.9988	0.0000	2.5854
3535201	10:48:57 AM	2.7478	2.6245	4.9988	2.5146	2.5964	2.9883	2.5623	2.7979	2.7795	4.0955	3.0615	3.5059	3.0615	2.5232	2.7600	2.6184	3.4680	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3535301	10:48:57 AM	2.7466	2.6233	4.9988	2.5146	2.5952	2.9883	2.5623	2.7979	2.7795	4.0918	3.0615	3.5034	3.0603	2.5232	2.7588	2.6196	3.4668	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3535401	10:48:57 AM	2.7466	2.6233	4.9988	2.5146	2.5952	2.9883	2.5623	2.7966	2.7795	4.0918	3.0627	3.5022	3.0591	2.5232	2.7588	2.6196	3.4668	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3535501	10:48:57 AM	2.7478	2.6233	4.9988	2.5146	2.5952	2.9883	2.5623	2.7979	2.7808	4.0918	3.0652	3.5010	3.0579	2.5232	2.7588	2.6196	3.4668	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3535601	10:48:58 AM	2.7466	2.6233	4.9988	2.5146	2.5952	2.9871	2.5623	2.7979	2.7808	4.0869	3.0762	3.4985	3.0579	2.5220	2.7588	2.6196	3.4668	4.9988	2.7698	4.9988	4.9988	0.0000	2.5867
3535701	10:48:58 AM	2.7466	2.6221	4.9988	2.5146	2.5940	2.9871	2.5623	2.7966	2.7820	4.0833	3.0786	3.4985	3.0566	2.5232	2.7588	2.6196	3.4668	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3535801	10:48:58 AM	2.7454	2.6221	4.9988	2.5146	2.5952	2.9858	2.5623	2.7979	2.7820	4.0833	3.0774	3.4985	3.0554	2.5220	2.7588	2.6196	3.4668	4.9988	2.7710	4.9988	4.9988	0.0000	2.5854
3535901	10:48:58 AM	2.7441	2.6221	4.9988	2.5146	2.5952	2.9871	2.5623	2.8003	2.7856	4.0833	3.0835	3.4973	3.0554	2.5232	2.7576	2.6196	3.4656	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3536001	10:48:58 AM	2.7454	2.6233	4.9988	2.5146	2.5940	2.9895	2.5623	2.8027	2.7856	4.0857	3.0859	3.4985	3.0542	2.5220	2.7576	2.6184	3.4656	4.9988	2.7686	4.9988	4.9988	0.0000	2.5854
3536101	10:48:58 AM	2.7441	2.6221	4.9988	2.5146	2.5952	2.9883	2.5610	2.8003	2.7844	4.0808	3.0798	3.4973	3.0542	2.5220	2.7576	2.6184	3.4656	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3536201	10:48:58 AM	2.7429	2.6221	4.9988	2.5146	2.5940	2.9834	2.5610	2.7979	2.7820	4.0796	3.0750	3.4973	3.0542	2.5232	2.7588	2.6184	3.4656	4.9988	2.7710	4.9988	4.9988	0.0000	2.5854
3536301	10:48:58 AM	2.7429	2.6221	4.9988	2.5146	2.5952	2.9834	2.5610	2.7979	2.7808	4.0784	3.0713	3.4961	3.0542	2.5232	2.7576	2.6184	3.4644	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3536401	10:48:58 AM	2.7417	2.6233	4.9988	2.5146	2.5952	2.9834	2.5610	2.7991	2.7808	4.0784	3.0688	3.4985	3.0554	2.5220	2.7576	2.6184	3.4644	4.9988	2.7698	4.9988	4.9988	0.0000	2.5854
3536501	10:48:58 AM	2.7417	2.6245	4.9988	2.5134	2.5952	2.9810	2.5610	2.7979	2.7795	4.0833	3.0627	3.5034	3.0603	2.5232	2.7588	2.6172	3.4644	4.9988	2.7722	4.9988	4.9988	0.0000	2.5854
3536601	10:48:59 AM	2.7417	2.6257	4.9988	2.5146	2.5964	2.9773	2.5598	2.7966	2.7783	4.0808	3.0603	3.5034	3.0591	2.5232	2.7588	2.6172	3.4631	4.9988	2.7759	4.9988	4.9988	0.0000	2.5854
3536701	10:48:59 AM	2.7405	2.6257	4.9988	2.5146	2.5952	2.9749	2.5598	2.7966	2.7771	4.0735	3.0591	3.5034	3.0579	2.5244	2.7588	2.6172	3.4644	4.9988	2.7771	4.9988	4.9988	0.0000	2.5854
3536801	10:48:59 AM	2.7405	2.6257	4.9988	2.5146	2.5964	2.9724	2.5598	2.7966	2.7759	4.0723	3.0554	3.5034	3.0579	2.5244	2.7588	2.6172	3.4619	4.9988	2.7771	4.9988	4.9988	0.0000	2.5867
3536901	10:48:59 AM	2.7405	2.6257	4.9988	2.5146	2.5952	2.9712	2.5598	2.7954	2.7759	4.0735	3.0530	3.5034	3.0579	2.5244	2.7588	2.6160	3.4619	4.9988	2.7771	4.9988	4.9988	0.0000	2.5867
3537001	10:48:59 AM	2.7405	2.6270	4.9988	2.5134	2.5952	2.9687	2.5610	2.7942	2.7771	4.1028	3.0518	3.5071	3.0579	2.5244	2.7588	2.6147	3.4631	4.9988	2.7783	4.9988	4.9988	0.0000	2.5867
3537101	10:48:59 AM	2.7405	2.6282	4.9988	2.5146	2.5952	2.9687	2.5610	2.7954	2.7820	4.1553	3.0554	3.5046	3.0542	2.5244	2.7588	2.6147	3.4631	4.9988	2.7759	4.9988	4.9988	0.0000	2.5854
3537201	10:48:59 AM	2.7417	2.6270	4.9988	2.5146	2.5952	2.9724	2.5610	2.7991	2.7881	4.1699	3.0603	3.5022	3.0505	2.5232	2.7576	2.6147	3.4631	4.9988	2.7747	4.9988	4.9988	0.0000	2.5854
3537301	10:48:59 AM	2.7417	2.6270	4.9988	2.5146	2.5940	2.9724	2.5610	2.7991	2.7930	4.1675	3.0688	3.4998	3.0481	2.5232	2.7576	2.6147	3.4631	4.9988	2.7759	4.9988	4.9988	0.0000	2.5867
3537401	10:48:59 AM	2.7417	2.6270	4.9988	2.5146	2.5952	2.9700	2.5623	2.7966	2.7954	4.1711	3.0701	3.4998	3.0469	2.5232	2.7576	2.6147	3.4644	4.9988	2.7783	4.9988	4.9988	0.0000	2.5867
