Milisec	Time	M0A0	M1A0	M2A0	M0A1	M1A1	M2A1	M0A2	M1A2	M2A2	M0A3	M1A3	M2A3	M0A4	M1A4	M2A4	M0A5	M1A5	M2A5	M0A6	M1A6	M2A6	Trigger	Temp
3305480	10:45:07 AM	3.1372	2.7661	4.9988	2.5452	2.5940	3.0701	2.6392	2.7637	2.8259	4.3982	3.0151	3.7793	3.1250	2.5415	2.7869	2.5891	3.6536	4.9988	2.8076	4.9988	4.9988	0.0000	2.5842
3305580	10:45:07 AM	3.1104	2.7649	4.9988	2.5403	2.5928	3.0603	2.6331	2.7673	2.8491	4.3872	2.9980	3.7708	3.1177	2.5415	2.7844	2.5769	3.6255	4.9988	2.8235	4.9988	4.9988	0.0000	2.5842
3305680	10:45:08 AM	3.0688	2.7759	4.9988	2.5342	2.5916	3.0273	2.6306	2.7710	2.8491	4.3689	2.9944	3.7366	3.1055	2.5427	2.7820	2.5684	3.5986	4.9988	2.8271	4.9988	4.9988	0.0000	2.5842
3305780	10:45:08 AM	3.0579	2.7856	4.9988	2.5317	2.5977	3.0017	2.6294	2.7649	2.8235	4.3396	2.9883	3.7366	3.1006	2.5452	2.7856	2.5647	3.5730	4.9988	2.8186	4.9988	4.9988	0.0000	2.5842
3305880	10:45:08 AM	3.0493	2.7686	4.9988	2.5293	2.6038	2.9956	2.6270	2.7625	2.8003	4.3347	2.9675	3.7207	3.0969	2.5464	2.7881	2.5647	3.5571	4.9988	2.8088	4.9988	4.9988	0.0000	2.5842
3305980	10:45:08 AM	3.0444	2.7600	4.9988	2.5281	2.6025	3.0066	2.6245	2.7649	2.7930	4.3213	2.9578	3.6951	3.0908	2.5452	2.7869	2.5671	3.5486	4.9988	2.7991	4.9988	4.9988	0.0000	2.5830
3306080	10:45:08 AM	3.0383	2.7502	4.9988	2.5269	2.6013	3.0225	2.6208	2.7661	2.7893	4.3384	2.9578	3.6707	3.0859	2.5439	2.7869	2.5720	3.5425	4.9988	2.7942	4.9988	4.9988	0.0000	2.5830
3306180	10:45:08 AM	3.0298	2.7405	4.9988	2.5269	2.6001	3.0273	2.6172	2.7661	2.7881	4.3127	2.9626	3.6536	3.0823	2.5427	2.7869	2.5732	3.5388	4.9988	2.7905	4.9988	4.9988	0.0000	2.5842
3306280	10:45:08 AM	3.0261	2.7344	4.9988	2.5269	2.6001	3.0322	2.6172	2.7661	2.7881	4.2896	2.9675	3.6438	3.0798	2.5415	2.7856	2.5757	3.5364	4.9988	2.7893	4.9988	4.9988	0.0000	2.5842
3306380	10:45:08 AM	3.0225	2.7319	4.9988	2.5269	2.5989	3.0322	2.6172	2.7661	2.7905	4.2737	2.9749	3.6365	3.0762	2.5415	2.7856	2.5757	3.5352	4.9988	2.7869	4.9988	4.9988	0.0000	2.5842
3306480	10:45:08 AM	3.0237	2.7332	4.9988	2.5269	2.5977	3.0286	2.6184	2.7661	2.8076	4.2932	2.9810	3.6316	3.0676	2.5403	2.7832	2.5732	3.5352	4.9988	2.7856	4.9988	4.9988	1.0000	2.5830
3306580	10:45:08 AM	3.0530	2.7417	4.9988	2.5305	2.5952	3.0139	2.6282	2.7612	2.8284	4.3176	2.9785	3.6609	3.0640	2.5427	2.7808	2.5659	3.5474	4.9988	2.8040	4.9988	4.9988	1.0000	2.5842
3306680	10:45:09 AM	3.2214	2.8040	4.9988	2.5354	2.5940	2.9907	2.6733	2.7502	2.8113	4.5422	2.9639	3.7744	3.0554	2.5610	2.7795	2.5562	3.5669	4.9988	2.8564	4.9988	4.9988	1.0000	2.5842
3306780	10:45:09 AM	3.4485	2.9480	4.9988	2.5415	2.5952	2.9480	2.7441	2.7393	2.7881	4.6765	2.9236	3.9270	3.0664	2.5745	2.7795	2.5464	3.6096	4.9988	2.8699	4.9988	4.9988	1.0000	2.5830
3306880	10:45:09 AM	3.4387	3.0225	4.9988	2.5488	2.6086	2.9065	2.7808	2.7258	2.7441	4.7778	2.8760	4.1675	3.0823	2.5964	2.7905	2.5403	3.6707	4.9988	2.8625	4.9988	4.9988	1.0000	2.5830
3306980	10:45:09 AM	3.4558	3.1226	4.9988	2.5574	2.6746	2.8430	2.7905	2.6929	2.6892	4.8621	2.7612	4.4250	3.0994	2.6318	2.8369	2.5403	3.7683	4.9988	2.8674	4.9988	4.9988	1.0000	2.5830
3307080	10:45:09 AM	3.5059	3.1885	4.9988	2.5696	2.7625	2.7893	2.7795	2.6562	2.6416	4.8547	2.6685	4.5398	3.1506	2.6758	2.9211	2.5403	3.8452	2.5916	2.8760	4.9988	4.9988	1.0000	2.5842
3307180	10:45:09 AM	3.5889	3.2092	4.9988	2.5537	2.7869	2.7344	2.7673	2.6270	2.6013	4.8303	2.6208	4.5984	3.1775	2.7075	2.9346	2.5500	3.8696	2.5647	2.8711	4.9988	4.9988	1.0000	2.5830
3307280	10:45:09 AM	3.5767	3.2520	4.9988	2.5549	2.7844	2.6758	2.7710	2.6099	2.5610	4.8242	2.6013	4.6472	3.1946	2.7014	2.9346	2.5439	3.8501	2.5525	2.8479	4.9988	4.9988	1.0000	2.5842
3307380	10:45:09 AM	3.5657	3.2715	4.9988	2.5574	2.7722	2.6465	2.8223	2.6038	2.5500	4.8022	2.5964	4.6594	3.2251	2.6746	2.9370	2.5378	3.8391	2.5513	2.8235	4.9988	4.9988	1.0000	2.5842
3307480	10:45:09 AM	3.4082	3.3386	4.9988	2.5879	2.7649	2.6428	2.8491	2.6074	2.5537	4.7668	2.6001	4.6863	3.2593	2.6550	2.9419	2.5342	3.8379	2.5549	2.8052	4.9988	4.9988	1.0000	2.5830
3307580	10:45:09 AM	3.3374	3.3582	4.9890	2.6746	2.7625	2.6477	2.8442	2.6123	2.5574	4.7388	2.6038	4.7107	3.2458	2.6501	2.9504	2.5317	3.8452	2.5586	2.7979	4.9988	4.9988	1.0000	2.5842
3307680	10:45:10 AM	3.3069	3.3960	4.9451	2.6270	2.7600	2.6538	2.8406	2.6196	2.5610	4.7314	2.6074	4.7412	3.2397	2.6489	2.9529	2.5330	3.8525	2.5623	2.7966	4.9988	4.9988	1.0000	2.5830
3307780	10:45:10 AM	3.3167	3.3911	4.9316	2.6306	2.7625	2.6489	2.8223	2.6111	2.5500	4.7498	2.5964	4.7693	3.2373	2.6489	2.9578	2.5330	3.8708	2.5647	2.7966	4.9988	4.9988	1.0000	2.5830
3307880	10:45:10 AM	3.3521	3.3484	4.9268	2.6587	2.7661	2.6392	2.8088	2.6038	2.5427	4.7632	2.5879	4.7876	3.2434	2.6477	2.9614	2.5330	3.8623	2.5586	2.7954	4.9988	4.9988	1.0000	2.5830
3307980	10:45:10 AM	3.3496	3.3276	4.9280	2.6648	2.7661	2.6367	2.8015	2.6050	2.5415	4.7473	2.5891	4.7961	3.2434	2.6477	2.9602	2.5342	3.8452	2.5513	2.7905	4.9988	4.9988	1.0000	2.5842
3308080	10:45:10 AM	3.3472	3.3093	4.9414	2.6636	2.7637	2.6392	2.8003	2.6099	2.5476	4.7314	2.5952	4.7913	3.2385	2.6526	2.9651	2.5330	3.8440	2.5537	2.7881	4.9988	4.9988	1.0000	2.5830
3308180	10:45:10 AM	3.3423	3.2910	4.9512	2.6587	2.7625	2.6392	2.7979	2.6099	2.5464	4.7107	2.5964	4.7864	3.2336	2.6538	2.9675	2.5342	3.8367	2.5537	2.7893	4.9988	4.9988	1.0000	2.5830
3308280	10:45:10 AM	3.3472	3.2764	4.9463	2.6587	2.7612	2.6367	2.7942	2.6062	2.5403	4.7192	2.5928	4.8010	3.2361	2.6538	2.9724	2.5366	3.8391	2.5525	2.7930	4.9988	4.9988	1.0000	2.5842
3308380	10:45:10 AM	3.3594	3.2666	4.9402	2.6575	2.7625	2.6355	2.7905	2.6050	2.5391	4.7180	2.5891	4.8071	3.2385	2.6538	2.9761	2.5366	3.8428	2.5549	2.7930	4.9988	4.9988	1.0000	2.5842
3308480	10:45:10 AM	3.3582	3.2666	4.9451	2.6587	2.7649	2.6367	2.7893	2.6062	2.5403	4.7205	2.5891	4.8047	3.2397	2.6538	2.9797	2.5354	3.8330	2.5500	2.7917	4.9988	4.9988	1.0000	2.5842
3308580	10:45:10 AM	3.3545	3.2617	4.9487	2.6648	2.7649	2.6392	2.7893	2.6099	2.5415	4.7095	2.5916	4.8010	3.2397	2.6538	2.9822	2.5366	3.8269	2.5500	2.7905	4.9988	4.9988	1.0000	2.5830
3308680	10:45:11 AM	3.3533	3.2568	4.9438	2.6562	2.7637	2.6367	2.7869	2.6074	2.5403	4.6924	2.5903	4.7986	3.2385	2.6538	2.9834	2.5354	3.8257	2.5500	2.7881	4.9988	4.9988	1.0000	2.5842
3308780	10:45:11 AM	3.3533	3.2568	4.9390	2.6575	2.7625	2.6367	2.7856	2.6062	2.5391	4.6875	2.5903	4.7961	3.2385	2.6538	2.9858	2.5354	3.8208	2.5488	2.7881	4.9988	4.9988	1.0000	2.5842
3308880	10:45:11 AM	3.3545	3.2507	4.9390	2.6489	2.7612	2.6355	2.7881	2.6062	2.5378	4.7168	2.5891	4.7986	3.2300	2.6562	2.9895	2.5366	3.8232	2.5500	2.7942	4.9988	4.9988	1.0000	2.5830
3308980	10:45:11 AM	3.3582	3.2520	4.9426	2.6428	2.7625	2.6355	2.7869	2.6038	2.5366	4.6985	2.5879	4.8096	3.2263	2.6575	2.9956	2.5366	3.8330	2.5549	2.7930	4.9988	4.9988	1.0000	2.5842
3309080	10:45:11 AM	3.3691	3.2532	4.9341	2.6428	2.7661	2.6343	2.7844	2.6025	2.5366	4.7009	2.5854	4.8169	3.2288	2.6599	3.0005	2.5378	3.8464	2.5598	2.7930	4.9988	4.9988	1.0000	2.5830
3309180	10:45:11 AM	3.3838	3.2434	4.9316	2.6282	2.7698	2.6331	2.7808	2.6013	2.5342	4.7058	2.5830	4.8193	3.2300	2.6636	3.0066	2.5391	3.8464	2.5586	2.7917	4.9988	4.9988	1.0000	2.5830
3309280	10:45:11 AM	3.3911	3.2336	4.9329	2.6208	2.7710	2.6318	2.7783	2.6013	2.5342	4.6997	2.5842	4.8157	3.2300	2.6636	3.0078	2.5391	3.8354	2.5525	2.7893	4.9988	4.9988	1.0000	2.5842
3309380	10:45:11 AM	3.3899	3.2263	4.9365	2.6233	2.7710	2.6318	2.7783	2.6013	2.5342	4.7034	2.5842	4.8120	3.2312	2.6660	3.0103	2.5378	3.8281	2.5500	2.7881	4.9988	4.9988	1.0000	2.5830
3309480	10:45:11 AM	3.3972	3.2227	4.9365	2.6221	2.7698	2.6318	2.7771	2.6013	2.5330	4.7046	2.5830	4.8096	3.2312	2.6672	3.0127	2.5391	3.8245	2.5525	2.7869	4.9988	4.9988	1.0000	2.5830
3309580	10:45:11 AM	3.3984	3.2190	4.9292	2.6221	2.7698	2.6306	2.7771	2.6001	2.5317	4.7107	2.5818	4.8083	3.2324	2.6672	3.0164	2.5378	3.8269	2.5525	2.7869	4.9988	4.9988	1.0000	2.5830
3309680	10:45:12 AM	3.3972	3.2166	4.9255	2.6233	2.7698	2.6306	2.7759	2.6013	2.5317	4.7046	2.5830	4.8083	3.2324	2.6672	3.0200	2.5378	3.8257	2.5525	2.7856	4.9988	4.9988	1.0000	2.5830
3309780	10:45:12 AM	3.4009	3.2117	4.9255	2.6257	2.7698	2.6306	2.7759	2.6013	2.5317	4.7119	2.5818	4.8120	3.2324	2.6697	3.0237	2.5378	3.8232	2.5647	2.7844	4.9988	4.9988	1.0000	2.5830
3309880	10:45:12 AM	3.4045	3.2056	4.9255	2.6282	2.7722	2.6306	2.7759	2.6001	2.5317	4.7180	2.5818	4.8157	3.2312	2.6721	3.0249	2.5378	3.8208	2.5647	2.7844	4.9988	4.9988	1.0000	2.5830
3309980	10:45:12 AM	3.3984	3.1934	4.9255	2.6331	2.7722	2.6306	2.7759	2.6001	2.5305	4.7131	2.5806	4.8132	3.2312	2.6709	3.0261	2.5391	3.8208	2.5586	2.7844	4.9988	4.9988	1.0000	2.5842
3310080	10:45:12 AM	3.3984	3.1848	4.9268	2.6379	2.7710	2.6294	2.7759	2.6001	2.5305	4.7095	2.5806	4.8108	3.2312	2.6697	3.0273	2.5378	3.8171	2.5574	2.7832	4.9988	4.9988	1.0000	2.5842
3310180	10:45:12 AM	3.3948	3.1799	4.9255	2.6404	2.7698	2.6294	2.7747	2.5989	2.5293	4.7058	2.5806	4.8108	3.2312	2.6685	3.0286	2.5378	3.8147	2.5574	2.7832	4.9988	4.9988	1.0000	2.5842
3310280	10:45:12 AM	3.3948	3.1750	4.9255	2.6526	2.7686	2.6294	2.7747	2.5989	2.5293	4.7034	2.5806	4.8096	3.2312	2.6672	3.0298	2.5391	3.8110	2.5549	2.7832	4.9988	4.9988	1.0000	2.5830
3310380	10:45:12 AM	3.3960	3.1689	4.9243	2.6343	2.7686	2.6294	2.7747	2.5989	2.5293	4.7058	2.5793	4.8108	3.2312	2.6685	3.0322	2.5378	3.8098	2.5586	2.7832	4.9988	4.9988	1.0000	2.5842
3310480	10:45:12 AM	3.3972	3.1641	4.9268	2.6477	2.7686	2.6282	2.7747	2.5977	2.5293	4.7083	2.5793	4.8108	3.2312	2.6685	3.0334	2.5391	3.8086	2.5610	2.7820	4.9988	4.9988	1.0000	2.5830
3310580	10:45:12 AM	3.3984	3.1604	4.9255	2.6685	2.7673	2.6282	2.7734	2.5977	2.5293	4.7034	2.5793	4.8096	3.2312	2.6672	3.0359	2.5391	3.8062	2.5830	2.7832	4.9988	4.9988	1.0000	2.5830
3310680	10:45:13 AM	3.4009	3.1567	4.9268	2.6636	2.7686	2.6257	2.7734	2.5977	2.5293	4.7119	2.5793	4.8132	3.2324	2.6685	3.0371	2.5403	3.8098	2.5867	2.7844	4.9988	4.9988	1.0000	2.5830
3310780	10:45:13 AM	3.4045	3.1482	4.9255	2.6147	2.7686	2.6257	2.7734	2.5977	2.5281	4.7021	2.5793	4.8145	3.2312	2.6697	3.0396	2.5403	3.8086	2.5781	2.7832	4.9988	4.9988	1.0000	2.5842
3310880	10:45:13 AM	3.4082	3.1409	4.9292	2.6147	2.7673	2.6245	2.7734	2.5964	2.5281	4.6936	2.5793	4.8120	3.2300	2.6721	3.0408	2.5415	3.8074	2.5647	2.7820	4.9988	4.9988	1.0000	2.5830
3310980	10:45:13 AM	3.4119	3.1372	4.9292	2.6123	2.7673	2.6245	2.7722	2.5964	2.5281	4.6960	2.5793	4.8108	3.2300	2.6746	3.0432	2.5415	3.8086	2.5806	2.7832	4.9988	4.9988	1.0000	2.5842
3311080	10:45:13 AM	3.4314	3.1274	4.9695	2.5745	2.7661	2.6233	2.7759	2.5952	2.5269	4.7314	2.5781	4.8181	3.2336	2.6868	3.0554	2.5476	3.8123	2.6318	2.7881	4.9988	4.9988	1.0000	2.5830
3311180	10:45:13 AM	3.4399	3.1128	4.9841	2.5598	2.7661	2.6208	2.7734	2.5952	2.5232	4.7241	2.5781	4.8193	3.2349	2.6941	3.0542	2.5525	3.8098	2.6160	2.7893	4.9988	4.9988	1.0000	2.5830
3311280	10:45:13 AM	3.4351	3.1006	4.9841	2.5586	2.7661	2.6196	2.7722	2.5952	2.5232	4.7217	2.5793	4.8169	3.2361	2.6929	3.0530	2.5513	3.8098	2.5439	2.7881	4.9988	4.9988	1.0000	2.5830
3311380	10:45:13 AM	3.4338	3.0945	4.9841	2.5574	2.7637	2.6208	2.7710	2.5952	2.5244	4.7205	2.5806	4.8145	3.2361	2.6965	3.0554	2.5513	3.8062	2.5439	2.7856	4.9988	4.9988	1.0000	2.5842
3311480	10:45:13 AM	3.4363	3.0933	4.9927	2.5562	2.7661	2.6196	2.7795	2.5940	2.5220	4.7485	2.5806	4.8279	3.2349	2.7380	3.0615	2.5537	3.8049	2.5403	2.7930	4.9988	4.9988	1.0000	2.5830
3311580	10:45:13 AM	3.6072	3.0542	4.9988	2.5513	2.7759	2.6440	2.7429	2.5952	2.5330	4.8035	2.5879	4.8718	3.2422	2.8088	3.1018	2.5696	3.8147	2.5525	2.8027	4.9988	4.9988	1.0000	2.5830
3311680	10:45:14 AM	3.5986	3.0042	4.9988	2.5488	2.7783	2.6611	2.7185	2.5989	2.5354	4.7717	2.5940	4.8767	3.2410	2.8040	3.1055	2.5745	3.7976	2.5537	2.8027	4.9988	4.9988	1.0000	2.5830
3311780	10:45:14 AM	3.5828	2.9687	4.9988	2.5452	2.7783	2.6685	2.6965	2.5989	2.5391	4.7681	2.5977	4.8755	3.2373	2.7979	3.1201	2.5806	3.7817	2.6196	2.8088	4.9988	4.9988	1.0000	2.5830
3311880	10:45:14 AM	3.4668	2.9126	4.9988	2.5354	2.7844	2.6929	2.6709	2.6038	2.5537	4.7644	2.6135	4.7595	3.2373	2.7991	3.1592	2.6038	3.7610	2.6245	2.8357	4.9988	4.9988	1.0000	2.5830
3311980	10:45:14 AM	3.2788	2.8345	4.9988	2.5256	2.7979	2.7466	2.6367	2.6343	2.5879	4.7424	2.6831	4.5166	3.2410	2.7844	3.1812	2.6306	3.7378	4.9988	2.8540	4.9988	4.9988	1.0000	2.5830
3312080	10:45:14 AM	3.1665	2.7576	4.9988	2.5171	2.8333	2.8259	2.6099	2.6941	2.6538	4.6643	2.7881	4.3481	3.2532	2.7515	3.1934	2.6636	3.7097	4.9988	2.8479	4.9988	4.9988	1.0000	2.5830
3312180	10:45:14 AM	3.0627	2.7283	4.9988	2.5195	2.8638	2.9370	2.5940	2.8198	2.7600	4.4946	2.8906	4.4177	3.2507	2.7124	3.3008	2.6892	3.6938	4.9988	2.8345	4.9988	4.9988	1.0000	2.5842
3312280	10:45:14 AM	2.9138	2.7307	4.9988	2.5610	2.6709	3.0750	2.5964	2.9797	2.8979	4.2920	3.0945	4.3152	3.2288	2.6575	3.0408	2.7161	3.7231	4.9988	2.8186	4.9988	4.9988	1.0000	2.5830
3312380	10:45:14 AM	3.0444	2.7856	4.9988	2.5842	2.6123	3.0676	2.6050	3.2019	3.0127	4.1223	3.2227	4.2114	3.1616	2.6526	2.9468	2.6501	3.7622	4.9988	2.8943	4.9988	4.9988	1.0000	2.5830
3312480	10:45:14 AM	3.3679	2.7441	4.9988	2.5391	2.5867	2.9602	2.5781	3.3813	3.0823	4.0125	3.3606	3.9807	3.1042	2.6392	2.8809	2.6343	3.7537	4.9988	2.9236	4.9988	4.9988	1.0000	2.5830
3312580	10:45:14 AM	2.9517	2.6843	4.9988	2.5366	2.5806	2.9968	2.5720	3.4509	3.0713	3.9600	3.4912	3.8574	3.0933	2.6025	2.8467	2.6672	3.7097	4.9988	2.8894	4.9988	4.9988	1.0000	2.5842
3312680	10:45:15 AM	2.7991	2.6685	4.9988	2.5342	2.5806	3.1079	2.5793	3.4253	3.0322	4.0002	3.5596	3.8989	3.1030	2.5818	2.8284	2.6709	3.6768	4.9988	2.8406	4.9988	4.9988	0.0000	2.5842
3312780	10:45:15 AM	2.7527	2.6685	4.9988	2.5317	2.5818	3.1543	2.5806	3.3777	2.9980	4.0234	3.5706	3.8794	3.1152	2.5684	2.8198	2.6831	3.6499	4.9988	2.8149	4.9988	4.9988	0.0000	2.5830
3312880	10:45:15 AM	2.7307	2.6697	4.9988	2.5293	2.5842	3.1763	2.5818	3.3105	2.9700	4.0234	3.5522	3.8037	3.1165	2.5610	2.8162	2.6892	3.6292	4.9988	2.7979	4.9988	4.9988	0.0000	2.5842
3312980	10:45:15 AM	2.7173	2.6709	4.9988	2.5269	2.5879	3.1909	2.5806	3.2373	2.9468	4.0405	3.5400	3.7524	3.1287	2.5549	2.8149	2.7014	3.6157	4.9988	2.7881	4.9988	4.9988	0.0000	2.5842
3313080	10:45:15 AM	2.7100	2.6660	4.9988	2.5281	2.5903	3.1934	2.5793	3.1702	2.9272	4.0686	3.5254	3.7244	3.1372	2.5513	2.8149	2.7087	3.6060	4.9988	2.7808	4.9988	4.9988	0.0000	2.5830
3313180	10:45:15 AM	2.7075	2.6660	4.9988	2.5269	2.5928	3.1836	2.5793	3.1104	2.9126	4.0649	3.5022	3.7048	3.1384	2.5488	2.8052	2.7051	3.5962	4.9988	2.7747	4.9988	4.9988	0.0000	2.5842
3313280	10:45:15 AM	2.7112	2.6660	4.9988	2.5269	2.5916	3.1873	2.5806	3.0811	2.9053	4.0662	3.4790	3.7000	3.1421	2.5464	2.8003	2.7026	3.5889	4.9988	2.7698	4.9988	4.9988	0.0000	2.5830
3313380	10:45:15 AM	2.7124	2.6660	4.9988	2.5269	2.5916	3.1860	2.5806	3.0542	2.8992	4.0588	3.4680	3.6951	3.1421	2.5452	2.7954	2.6990	3.5828	4.9988	2.7673	4.9988	4.9988	0.0000	2.5842
3313480	10:45:15 AM	2.7124	2.6648	4.9988	2.5269	2.5916	3.1799	2.5806	3.0347	2.8931	4.0479	3.4570	3.6853	3.1433	2.5439	2.7917	2.6965	3.5791	4.9988	2.7649	4.9988	4.9988	0.0000	2.5842
3313580	10:45:15 AM	2.7100	2.6636	4.9988	2.5269	2.5916	3.1738	2.5793	3.0249	2.8882	4.0271	3.4473	3.6707	3.1433	2.5427	2.7881	2.6965	3.5742	4.9988	2.7637	4.9988	4.9988	0.0000	2.5842
3313680	10:45:16 AM	2.7063	2.6636	4.9988	2.5269	2.5903	3.1653	2.5781	3.0188	2.8845	4.0027	3.4363	3.6560	3.1421	2.5427	2.7844	2.6941	3.5706	4.9988	2.7625	4.9988	4.9988	1.0000	2.5830
3313780	10:45:16 AM	2.7026	2.6624	4.9988	2.5256	2.5916	3.1580	2.5757	3.0139	2.8821	4.0259	3.4277	3.6523	3.1445	2.5427	2.7844	2.6941	3.5693	4.9988	2.7649	4.9988	4.9988	1.0000	2.5830
3313880	10:45:16 AM	2.6978	2.6587	4.9988	2.5269	2.5964	3.1531	2.5732	2.9919	2.8772	4.1064	3.4143	3.6499	3.1628	2.5439	2.7917	2.7100	3.5742	4.9988	2.7698	4.9988	4.9988	1.0000	2.5842
3313980	10:45:16 AM	2.6892	2.6477	4.9988	2.5220	2.6123	3.1580	2.5671	2.9700	2.8711	4.2249	3.4302	3.6487	3.3020	2.5439	2.8149	2.7405	3.6084	4.9988	2.7747	4.9988	4.9988	1.0000	2.5830
3314080	10:45:16 AM	2.6721	2.6282	4.9988	2.5146	2.6245	3.0652	2.5574	2.9333	2.8333	4.1833	3.3887	3.5742	3.3533	2.5415	2.8162	2.7295	3.6060	4.9988	2.7588	4.9988	4.9988	1.0000	2.5842
3314180	10:45:16 AM	2.6599	2.6184	4.9988	2.5134	2.6147	3.0457	2.5549	2.9724	2.8296	4.0869	3.4131	3.5132	3.3496	2.5354	2.8040	2.7271	3.5901	4.9988	2.7466	4.9988	4.9988	1.0000	2.5830
3314280	10:45:16 AM	2.6562	2.6184	4.9988	2.5134	2.6050	3.0969	2.5562	3.0505	2.8723	4.0723	3.4753	3.4839	3.3191	2.5305	2.7917	2.7295	3.5669	4.9988	2.7454	4.9988	4.9988	1.0000	2.5842
3314380	10:45:16 AM	2.6636	2.6367	4.9988	2.5122	2.5928	3.2141	2.5635	3.1494	2.9517	4.0161	3.5522	3.4912	3.2751	2.5269	2.7808	2.7222	3.5657	4.9988	2.7771	4.9988	4.9988	1.0000	2.5842
3314480	10:45:16 AM	2.6941	2.6855	4.9988	2.5195	2.5818	3.1873	2.5781	3.2275	2.9932	4.0173	3.6255	3.5840	3.2153	2.5452	2.7625	2.6709	3.5803	4.9988	2.8381	4.9988	4.9988	1.0000	2.5830
3314580	10:45:16 AM	2.7698	2.7991	4.9988	2.5366	2.5720	3.0615	2.5989	3.3252	3.0469	3.9319	3.6804	3.6035	3.1921	2.5415	2.7429	2.6233	3.6023	4.9988	2.8809	4.9988	4.9988	1.0000	2.5842
3314680	10:45:17 AM	2.8210	2.8650	4.9988	2.5342	2.5659	3.0603	2.6025	3.4167	3.0969	3.8513	3.6975	3.5986	3.1665	2.5305	2.7283	2.6001	3.6377	4.9988	2.8931	4.9988	4.9988	1.0000	2.5830
3314780	10:45:17 AM	2.8186	2.9126	4.9988	2.5366	2.5623	3.0762	2.6013	3.4705	3.1079	3.7817	3.7402	3.5840	3.1616	2.5256	2.7173	2.5903	3.6499	4.9988	2.8809	4.9988	4.9988	1.0000	2.5830
3314880	10:45:17 AM	2.8296	2.9602	4.9988	2.5354	2.5598	3.0981	2.6001	3.5010	3.1055	3.7329	3.7354	3.5730	3.1616	2.5232	2.7087	2.5842	3.6597	4.9988	2.8784	4.9988	4.9988	1.0000	2.5830
3314980	10:45:17 AM	2.8833	3.0054	4.9988	2.5342	2.5574	3.1042	2.6013	3.5425	3.0994	3.6926	3.7451	3.5510	3.1531	2.5220	2.7014	2.5806	3.6792	4.9988	2.8723	4.9988	4.9988	1.0000	2.5830
3315080	10:45:17 AM	2.9431	3.0066	4.9988	2.5354	2.5562	3.0957	2.6025	3.5339	3.0933	3.6731	3.7646	3.5266	3.1396	2.5220	2.6965	2.5781	3.6975	4.9988	2.8882	4.9988	4.9988	1.0000	2.5830
3315180	10:45:17 AM	2.9492	3.0188	4.9988	2.5378	2.5549	3.0908	2.6062	3.5217	3.0884	3.6914	3.7817	3.5156	3.1287	2.5208	2.6917	2.5769	3.7109	4.9988	2.8943	4.9988	4.9988	1.0000	2.5842
3315280	10:45:17 AM	2.8967	3.0066	4.9988	2.5500	2.5549	3.1201	2.6123	3.5010	3.0701	3.8953	3.7671	3.5474	3.1189	2.5171	2.6880	2.5757	3.7048	4.9988	2.8772	4.9988	4.9988	1.0000	2.5842
3315380	10:45:17 AM	2.7380	3.0139	4.9988	2.5647	2.5549	3.1702	2.6257	3.4729	3.0530	3.9771	3.7512	3.5596	3.1287	2.5122	2.6868	2.5769	3.7036	4.9988	2.8564	4.9988	4.9988	1.0000	2.5842
3315480	10:45:17 AM	2.6843	3.0017	4.9988	2.5671	2.5549	3.1909	2.6306	3.4570	3.0432	3.9624	3.7427	3.5474	3.1104	2.5085	2.6843	2.5769	3.7024	4.9988	2.8430	4.9988	4.9988	1.0000	2.5842
3315580	10:45:17 AM	2.6746	2.9895	4.9988	2.5696	2.5549	3.1836	2.6306	3.4534	3.0359	3.8904	3.7354	3.5327	3.0957	2.5073	2.6831	2.5757	3.6975	4.9988	2.8394	4.9988	4.9988	1.0000	2.5842
3315680	10:45:18 AM	2.6855	2.9858	4.9988	2.5684	2.5537	3.1677	2.6270	3.4644	3.0310	3.8452	3.7390	3.5156	3.0823	2.5073	2.6794	2.5745	3.6987	4.9988	2.8381	4.9988	4.9988	1.0000	2.5830
3315780	10:45:18 AM	2.7002	2.9883	4.9988	2.5684	2.5537	3.1555	2.6245	3.4729	3.0273	3.8123	3.7537	3.5034	3.0762	2.5061	2.6782	2.5745	3.7061	4.9988	2.8406	4.9988	4.9988	1.0000	2.5842
3315880	10:45:18 AM	2.7161	3.0054	4.9988	2.5684	2.5537	3.1506	2.6233	3.5095	3.0286	3.7866	3.7683	3.4851	3.0725	2.5061	2.6746	2.5745	3.7134	4.9988	2.8406	4.9988	4.9988	1.0000	2.5842
3315980	10:45:18 AM	2.7283	3.0347	4.9988	2.5732	2.5525	3.1482	2.6208	3.5229	3.0310	3.7463	3.7720	3.4717	3.0688	2.5061	2.6721	2.5745	3.7268	4.9988	2.8381	4.9988	4.9988	1.0000	2.5842
3316080	10:45:18 AM	2.8857	3.0359	4.9988	2.5757	2.5525	3.1458	2.6123	3.5095	3.0469	3.7915	3.7732	3.4705	3.0811	2.5098	2.6709	2.5732	3.7402	4.9988	2.8418	4.9988	4.9988	1.0000	2.5830
3316180	10:45:18 AM	2.9761	3.0286	4.9988	2.6294	2.5513	3.1323	2.5989	3.4924	3.0713	3.7305	3.7793	3.4631	3.0859	2.5134	2.6685	2.5732	3.7695	4.9988	2.8455	4.9988	4.9988	1.0000	2.5842
