Milisec	Time	M0A0	M1A0	M2A0	M0A1	M1A1	M2A1	M0A2	M1A2	M2A2	M0A3	M1A3	M2A3	M0A4	M1A4	M2A4	M0A5	M1A5	M2A5	M0A6	M1A6	M2A6	Trigger	Temp
3295780	10:44:58 AM	2.7344	2.6709	4.9988	2.6135	2.5989	2.9907	2.5610	2.7905	2.7673	4.0869	3.0652	3.5889	3.1396	2.5427	2.8247	2.6440	3.4802	2.8308	2.7722	4.9988	4.9988	0.0000	2.5842
3295880	10:44:58 AM	2.7344	2.6709	4.9988	2.6050	2.5977	2.9956	2.5598	2.7917	2.7722	4.0784	3.0664	3.5852	3.1396	2.5415	2.8223	2.6453	3.4790	2.8296	2.7710	4.9988	4.9988	0.0000	2.5842
3295980	10:44:58 AM	2.7332	2.6697	4.9988	2.6025	2.5964	3.0029	2.5598	2.7942	2.7747	4.0698	3.0713	3.5803	3.1396	2.5415	2.8210	2.6453	3.4778	2.8296	2.7710	4.9988	4.9988	0.0000	2.5842
3296080	10:44:58 AM	2.7319	2.6697	4.9988	2.5964	2.5964	3.0078	2.5598	2.7954	2.7759	4.0613	3.0762	3.5791	3.1396	2.5403	2.8198	2.6453	3.4778	2.8345	2.7698	4.9988	4.9988	0.0000	2.5842
3296180	10:44:58 AM	2.7307	2.6685	4.9988	2.5830	2.5964	3.0078	2.5598	2.7942	2.7734	4.0479	3.0737	3.5779	3.1409	2.5403	2.8210	2.6465	3.4766	2.8418	2.7710	4.9988	4.9988	0.0000	2.5842
3296280	10:44:58 AM	2.7307	2.6685	4.9988	2.5867	2.5964	3.0078	2.5598	2.7954	2.7722	4.0417	3.0750	3.5742	3.1409	2.5403	2.8210	2.6477	3.4766	2.8406	2.7710	4.9988	4.9988	0.0000	2.5842
3296380	10:44:58 AM	2.7295	2.6685	4.9988	2.5867	2.5964	3.0078	2.5586	2.7954	2.7710	4.0417	3.0762	3.5718	3.1421	2.5391	2.8210	2.6489	3.4753	2.8406	2.7710	4.9988	4.9988	0.0000	2.5842
3296480	10:44:58 AM	2.7283	2.6672	4.9988	2.5879	2.5964	3.0042	2.5586	2.7942	2.7686	4.0466	3.0725	3.5718	3.1421	2.5403	2.8223	2.6489	3.4741	2.8455	2.7710	4.9988	4.9988	0.0000	2.5842
3296580	10:44:58 AM	2.7283	2.6672	4.9988	2.5916	2.5964	3.0017	2.5586	2.7930	2.7673	4.0442	3.0688	3.5681	3.1421	2.5391	2.8210	2.6489	3.4741	2.8442	2.7698	4.9988	4.9988	0.0000	2.5842
3296680	10:44:59 AM	2.7283	2.6672	4.9988	2.5903	2.5964	3.0005	2.5574	2.7917	2.7649	4.0515	3.0652	3.5669	3.1421	2.5403	2.8210	2.6489	3.4729	2.8381	2.7698	4.9988	4.9988	0.0000	2.5842
3296780	10:44:59 AM	2.7283	2.6672	4.9988	2.5867	2.5977	2.9993	2.5574	2.7917	2.7637	4.0686	3.0627	3.5657	3.1421	2.5403	2.8235	2.6501	3.4741	2.8333	2.7698	4.9988	4.9988	0.0000	2.5842
3296880	10:44:59 AM	2.7283	2.6672	4.9988	2.5842	2.5977	2.9956	2.5574	2.7905	2.7637	4.0710	3.0603	3.5632	3.1433	2.5403	2.8235	2.6477	3.4729	2.8308	2.7686	4.9988	4.9988	0.0000	2.5842
3296980	10:44:59 AM	2.7283	2.6660	4.9988	2.5842	2.5989	2.9944	2.5574	2.7893	2.7625	4.0894	3.0579	3.5632	3.1433	2.5415	2.8247	2.6477	3.4717	2.8271	2.7698	4.9988	4.9988	0.0000	2.5842
3297080	10:44:59 AM	2.7271	2.6660	4.9988	2.5867	2.5989	2.9907	2.5574	2.7893	2.7625	4.0918	3.0591	3.5608	3.1433	2.5403	2.8247	2.6501	3.4705	2.8259	2.7686	4.9988	4.9988	0.0000	2.5842
3297180	10:44:59 AM	2.7258	2.6660	4.9988	2.5903	2.5977	2.9895	2.5562	2.7893	2.7612	4.0820	3.0603	3.5571	3.1433	2.5403	2.8247	2.6489	3.4705	2.8247	2.7686	4.9988	4.9988	0.0000	2.5842
3297280	10:44:59 AM	2.7258	2.6648	4.9988	2.5830	2.5964	2.9968	2.5562	2.7905	2.7625	4.0698	3.0640	3.5559	3.1445	2.5391	2.8223	2.6501	3.4692	2.8235	2.7686	4.9988	4.9988	0.0000	2.5830
3297380	10:44:59 AM	2.7246	2.6636	4.9988	2.5732	2.5964	3.0066	2.5562	2.7917	2.7637	4.0613	3.0652	3.5559	3.1458	2.5391	2.8223	2.6501	3.4692	2.8223	2.7673	4.9988	4.9988	0.0000	2.5830
3297480	10:44:59 AM	2.7258	2.6648	4.9988	2.5720	2.5964	3.0090	2.5562	2.7930	2.7637	4.0540	3.0664	3.5535	3.1458	2.5391	2.8223	2.6514	3.4692	2.8210	2.7673	4.9988	4.9988	0.0000	2.5842
3297580	10:44:59 AM	2.7246	2.6636	4.9988	2.5708	2.5964	3.0017	2.5562	2.7905	2.7625	4.0527	3.0652	3.5510	3.1458	2.5391	2.8235	2.6514	3.4692	2.8198	2.7722	4.9988	4.9988	0.0000	2.5842
3297680	10:45:00 AM	2.7234	2.6636	4.9988	2.5696	2.5964	2.9932	2.5562	2.7893	2.7625	4.0564	3.0640	3.5474	3.1458	2.5391	2.8235	2.6526	3.4680	2.8186	2.7722	4.9988	4.9988	0.0000	2.5842
3297780	10:45:00 AM	2.7234	2.6624	4.9988	2.5684	2.5964	2.9895	2.5549	2.7893	2.7625	4.0479	3.0676	3.5449	3.1458	2.5391	2.8223	2.6514	3.4668	2.8186	2.7710	4.9988	4.9988	0.0000	2.5830
3297880	10:45:00 AM	2.7222	2.6624	4.9988	2.5647	2.5952	2.9932	2.5549	2.7917	2.7649	4.0381	3.0688	3.5400	3.1445	2.5378	2.8210	2.6526	3.4680	2.8186	2.7673	4.9988	4.9988	0.0000	2.5842
3297980	10:45:00 AM	2.7197	2.6624	4.9988	2.5623	2.5940	3.0042	2.5549	2.7979	2.7686	4.0320	3.0737	3.5364	3.1458	2.5378	2.8186	2.6538	3.4668	2.8174	2.7661	4.9988	4.9988	0.0000	2.5830
3298080	10:45:00 AM	2.7197	2.6624	4.9988	2.5610	2.5952	3.0042	2.5549	2.7966	2.7661	4.0259	3.0725	3.5352	3.1458	2.5378	2.8186	2.6526	3.4668	2.8162	2.7661	4.9988	4.9988	0.0000	2.5842
3298180	10:45:00 AM	2.7197	2.6624	4.9988	2.5610	2.5952	3.0005	2.5549	2.7942	2.7625	4.0271	3.0664	3.5339	3.1458	2.5378	2.8198	2.6526	3.4668	2.8149	2.7661	4.9988	4.9988	0.0000	2.5842
3298280	10:45:00 AM	2.7185	2.6624	4.9988	2.5598	2.5964	2.9980	2.5537	2.7930	2.7612	4.0369	3.0603	3.5352	3.1470	2.5378	2.8210	2.6526	3.4668	2.8149	2.7649	4.9988	4.9988	0.0000	2.5842
3298380	10:45:00 AM	2.7197	2.6611	4.9988	2.5598	2.5964	3.0078	2.5537	2.7942	2.7600	4.0295	3.0603	3.5339	3.1482	2.5378	2.8198	2.6526	3.4656	2.8137	2.7637	4.9988	4.9988	0.0000	2.5842
3298480	10:45:00 AM	2.7185	2.6611	4.9988	2.5598	2.5952	3.0090	2.5537	2.7954	2.7612	4.0234	3.0652	3.5315	3.1482	2.5366	2.8198	2.6526	3.4656	2.8137	2.7649	4.9988	4.9988	0.0000	2.5842
3298580	10:45:00 AM	2.7173	2.6599	4.9988	2.5610	2.5952	3.0042	2.5537	2.7917	2.7600	4.0552	3.0713	3.5291	3.1531	2.5378	2.8198	2.6575	3.4644	2.8149	2.7673	4.9988	4.9988	0.0000	2.5830
3298680	10:45:01 AM	2.7161	2.6587	4.9988	2.5610	2.5952	2.9980	2.5525	2.7905	2.7588	4.0906	3.0713	3.5266	3.1567	2.5366	2.8210	2.6575	3.4644	2.8162	2.7698	4.9988	4.9988	0.0000	2.5842
3298780	10:45:01 AM	2.7148	2.6575	4.9988	2.5720	2.5952	2.9956	2.5525	2.7905	2.7600	4.0869	3.0774	3.5254	3.1604	2.5366	2.8198	2.6611	3.4644	2.8174	2.7686	4.9988	4.9988	0.0000	2.5842
3298880	10:45:01 AM	2.7136	2.6575	4.9988	2.5769	2.5952	2.9980	2.5525	2.7917	2.7600	4.0759	3.0774	3.5242	3.1641	2.5366	2.8198	2.6611	3.4631	2.8174	2.7686	4.9988	4.9988	0.0000	2.5842
3298980	10:45:01 AM	2.7148	2.6575	4.9988	2.5745	2.5952	2.9932	2.5525	2.7893	2.7588	4.0796	3.0713	3.5242	3.1641	2.5366	2.8223	2.6587	3.4619	2.8174	2.7722	4.9988	4.9988	0.0000	2.5842
3299080	10:45:01 AM	2.7148	2.6575	4.9988	2.5757	2.5952	2.9883	2.5513	2.7869	2.7576	4.0869	3.0664	3.5242	3.1641	2.5366	2.8235	2.6587	3.4607	2.8174	2.7722	4.9988	4.9988	0.0000	2.5842
3299180	10:45:01 AM	2.7161	2.6575	4.9988	2.5757	2.5952	2.9883	2.5525	2.7869	2.7563	4.0723	3.0640	3.5242	3.1641	2.5366	2.8223	2.6587	3.4607	2.8162	2.7710	4.9988	4.9988	0.0000	2.5830
3299280	10:45:01 AM	2.7173	2.6575	4.9988	2.5757	2.5940	2.9871	2.5525	2.7856	2.7563	4.0649	3.0627	3.5254	3.1641	2.5366	2.8223	2.6575	3.4595	2.8162	2.7734	4.9988	4.9988	0.0000	2.5842
3299380	10:45:01 AM	2.7173	2.6575	4.9988	2.5769	2.5940	2.9834	2.5525	2.7844	2.7563	4.0564	3.0627	3.5217	3.1641	2.5366	2.8223	2.6562	3.4595	2.8162	2.7734	4.9988	4.9988	0.0000	2.5842
3299480	10:45:01 AM	2.7173	2.6575	4.9988	2.5781	2.5940	2.9822	2.5513	2.7844	2.7576	4.0454	3.0664	3.5181	3.1641	2.5366	2.8223	2.6575	3.4583	2.8149	2.7722	4.9988	4.9988	0.0000	2.5842
3299580	10:45:01 AM	2.7173	2.6575	4.9988	2.5793	2.5940	2.9822	2.5525	2.7856	2.7588	4.0369	3.0737	3.5144	3.1641	2.5354	2.8223	2.6575	3.4583	2.8162	2.7710	4.9988	4.9988	0.0000	2.5830
3299680	10:45:02 AM	2.7148	2.6575	4.9988	2.5793	2.5940	2.9810	2.5513	2.7869	2.7600	4.0295	3.0774	3.5132	3.1641	2.5354	2.8210	2.6575	3.4570	2.8174	2.7698	4.9988	4.9988	0.0000	2.5842
3299780	10:45:02 AM	2.7136	2.6562	4.9988	2.5793	2.5940	2.9810	2.5513	2.7881	2.7576	4.0247	3.0750	3.5107	3.1641	2.5366	2.8210	2.6575	3.4570	2.8162	2.7686	4.9988	4.9988	0.0000	2.5842
3299880	10:45:02 AM	2.7136	2.6562	4.9988	2.5793	2.5940	2.9785	2.5513	2.7856	2.7563	4.0222	3.0701	3.5083	3.1653	2.5366	2.8210	2.6575	3.4570	2.8162	2.7686	4.9988	4.9988	0.0000	2.5842
3299980	10:45:02 AM	2.7136	2.6562	4.9988	2.5793	2.5928	2.9773	2.5513	2.7844	2.7551	4.0234	3.0652	3.5071	3.1653	2.5354	2.8210	2.6562	3.4558	2.8162	2.7698	4.9988	4.9988	0.0000	2.5842
3300080	10:45:02 AM	2.7124	2.6575	4.9988	2.5793	2.5940	2.9749	2.5500	2.7844	2.7551	4.0198	3.0640	3.5059	3.1653	2.5354	2.8210	2.6562	3.4558	2.8149	2.7698	4.9988	4.9988	0.0000	2.5842
3300180	10:45:02 AM	2.7136	2.6575	4.9988	2.5806	2.5928	2.9749	2.5513	2.7844	2.7576	4.0149	3.0640	3.5071	3.1628	2.5366	2.8198	2.6562	3.4546	2.8149	2.7722	4.9988	4.9988	0.0000	2.5842
3300280	10:45:02 AM	2.7136	2.6575	4.9988	2.5806	2.5928	2.9749	2.5513	2.7844	2.7612	4.0125	3.0688	3.5059	3.1604	2.5354	2.8198	2.6550	3.4546	2.8149	2.7734	4.9988	4.9988	0.0000	2.5842
3300380	10:45:02 AM	2.7148	2.6587	4.9988	2.5806	2.5928	2.9749	2.5513	2.7856	2.7649	4.0186	3.0750	3.5059	3.1592	2.5354	2.8186	2.6538	3.4546	2.8149	2.7747	4.9988	4.9988	0.0000	2.5842
3300480	10:45:02 AM	2.7148	2.6587	4.9988	2.5793	2.5928	2.9761	2.5525	2.7856	2.7686	4.0173	3.0835	3.5046	3.1592	2.5354	2.8174	2.6538	3.4546	2.8162	2.7734	4.9988	4.9988	0.0000	2.5842
3300580	10:45:02 AM	2.7148	2.6575	4.9988	2.5806	2.5916	2.9761	2.5513	2.7856	2.7686	4.0137	3.0872	3.5010	3.1580	2.5354	2.8174	2.6538	3.4534	2.8162	2.7722	4.9988	4.9988	0.0000	2.5842
3300680	10:45:03 AM	2.7148	2.6575	4.9988	2.5806	2.5916	2.9749	2.5513	2.7856	2.7686	4.0027	3.0896	3.4998	3.1580	2.5342	2.8162	2.6538	3.4534	2.8174	2.7710	4.9988	4.9988	0.0000	2.5842
3300780	10:45:03 AM	2.7136	2.6575	4.9988	2.5793	2.5916	2.9761	2.5513	2.7856	2.7698	4.0002	3.0981	3.4985	3.1592	2.5342	2.8162	2.6550	3.4534	2.8186	2.7710	4.9988	4.9988	0.0000	2.5842
3300880	10:45:03 AM	2.7136	2.6562	4.9988	2.5793	2.5916	2.9749	2.5513	2.7856	2.7686	3.9905	3.0994	3.4973	3.1580	2.5342	2.8162	2.6538	3.4521	2.8186	2.7710	4.9988	4.9988	0.0000	2.5842
3300980	10:45:03 AM	2.7136	2.6575	4.9988	2.5793	2.5916	2.9736	2.5513	2.7856	2.7673	3.9844	3.0969	3.4973	3.1580	2.5342	2.8162	2.6538	3.4521	2.8186	2.7710	4.9988	4.9988	0.0000	2.5842
3301080	10:45:03 AM	2.7136	2.6575	4.9988	2.5793	2.5916	2.9736	2.5513	2.7856	2.7673	3.9832	3.0957	3.4973	3.1580	2.5354	2.8162	2.6538	3.4521	2.8174	2.7710	4.9988	4.9988	0.0000	2.5842
3301180	10:45:03 AM	2.7136	2.6575	4.9988	2.5793	2.5916	2.9736	2.5513	2.7844	2.7673	3.9832	3.0908	3.4961	3.1567	2.5342	2.8149	2.6526	3.4509	2.8174	2.7698	4.9988	4.9988	0.0000	2.5830
3301280	10:45:03 AM	2.7136	2.6575	4.9988	2.5793	2.5916	2.9724	2.5513	2.7844	2.7661	3.9807	3.0859	3.4961	3.1567	2.5342	2.8149	2.6526	3.4521	2.8162	2.7710	4.9988	4.9988	0.0000	2.5842
3301380	10:45:03 AM	2.7136	2.6575	4.9988	2.5793	2.5903	2.9700	2.5513	2.7832	2.7661	3.9758	3.0835	3.4973	3.1567	2.5342	2.8137	2.6514	3.4509	2.8162	2.7734	4.9988	4.9988	0.0000	2.5830
3301480	10:45:03 AM	2.7136	2.6587	4.9988	2.5781	2.5916	2.9675	2.5513	2.7820	2.7649	3.9746	3.0811	3.4985	3.1555	2.5342	2.8149	2.6514	3.4509	2.8162	2.7759	4.9988	4.9988	0.0000	2.5830
3301580	10:45:03 AM	2.7136	2.6587	4.9988	2.5781	2.5916	2.9663	2.5513	2.7832	2.7649	3.9795	3.0798	3.4998	3.1555	2.5342	2.8149	2.6501	3.4509	2.8162	2.7771	4.9988	4.9988	0.0000	2.5842
3301680	10:45:04 AM	2.7136	2.6611	4.9988	2.5806	2.5916	2.9651	2.5513	2.7820	2.7649	3.9771	3.0798	3.5010	3.1543	2.5342	2.8137	2.6501	3.4521	2.8149	2.7771	4.9988	4.9988	1.0000	2.5842
3301780	10:45:04 AM	2.7124	2.6611	4.9988	2.5806	2.5903	2.9626	2.5500	2.7844	2.7686	3.9734	3.0811	3.5095	3.1555	2.5354	2.8137	2.6489	3.4546	2.8149	2.7856	4.9988	4.9988	0.0000	2.5842
3301880	10:45:04 AM	2.7063	2.6721	4.9988	2.5671	2.5903	2.9419	2.5488	2.7832	2.7698	4.0076	3.0701	3.5327	3.1677	2.5391	2.8137	2.6440	3.4851	2.8149	2.8223	4.9988	4.9988	0.0000	2.5842
3301980	10:45:04 AM	2.6843	2.7246	4.9988	2.5598	2.5903	2.8906	2.5403	2.7771	2.7747	4.2310	3.0469	3.5913	3.1982	2.5562	2.8198	2.6306	3.5168	2.8040	2.8748	4.9988	4.9988	0.0000	2.5842
3302080	10:45:04 AM	2.6770	2.7307	4.9988	2.5415	2.5903	2.8479	2.5391	2.7539	2.7783	4.2017	3.0151	3.6011	3.2031	2.5610	2.8284	2.6245	3.5095	2.7991	2.8955	4.9988	4.9988	0.0000	2.5842
3302180	10:45:04 AM	2.8503	2.8015	4.9988	2.5488	2.5903	2.9126	2.5952	2.8162	2.7734	4.5117	3.2324	3.6511	3.3081	2.5732	2.8149	2.7051	3.7854	2.8711	2.7930	4.9988	4.9988	0.0000	2.5842
3302280	10:45:04 AM	3.1201	3.0261	4.9988	2.5940	2.6001	2.8906	2.7686	2.9138	2.6758	4.6069	3.0457	4.0222	3.3984	2.5732	2.8125	2.6794	3.9111	2.8357	2.8125	4.9988	4.9988	0.0000	2.5842
3302380	10:45:04 AM	3.1104	3.3472	4.9988	2.5842	2.5977	2.8552	2.8381	2.8003	2.6794	4.6533	2.9028	4.4250	3.3411	2.5757	2.8088	2.6001	4.1272	4.9988	2.8625	4.9988	4.9988	0.0000	2.5842
3302480	10:45:04 AM	3.0811	3.5461	4.9988	2.5891	2.6050	2.8320	2.8418	2.7490	2.7039	4.6338	2.8003	4.6252	3.2764	2.5842	2.8113	2.5537	4.1846	4.9988	2.8540	4.9988	4.9988	0.0000	2.5842
3302580	10:45:04 AM	3.0774	3.4326	4.9988	2.5891	2.6099	2.8552	2.8198	2.7930	2.7185	4.6777	2.8223	4.4836	3.2544	2.5830	2.8052	2.6099	4.1907	4.9988	2.9004	4.9988	4.9988	0.0000	2.5842
3302680	10:45:05 AM	3.2666	3.0090	4.9988	2.5989	2.6147	3.2642	2.6550	2.8015	2.8857	4.5190	2.9639	4.4556	3.2068	2.5745	2.8479	2.6660	4.0027	2.8052	2.9187	4.9988	4.9988	0.0000	2.5842
3302780	10:45:05 AM	3.0432	2.7344	4.9988	2.5439	2.6099	2.8577	2.6306	2.7307	2.8076	4.4788	2.9272	4.3713	3.1543	2.5903	2.8418	2.5769	3.8135	2.7966	2.9187	4.9988	4.9988	0.0000	2.5842
3302880	10:45:05 AM	3.0237	2.7161	4.9988	2.5330	2.6147	2.8796	2.6208	2.7344	2.7942	4.4434	2.9028	4.3665	3.1445	2.5903	2.8381	2.5696	3.7268	2.7844	2.8992	4.9988	4.9988	0.0000	2.5842
3302980	10:45:05 AM	2.9529	2.7136	4.9988	2.5232	2.6111	2.9407	2.6086	2.7637	2.8186	4.3823	2.9126	4.0564	3.1201	2.5781	2.8296	2.5720	3.6768	2.7917	2.8613	4.9988	4.9988	0.0000	2.5842
3303080	10:45:05 AM	2.9150	2.7100	4.9988	2.5171	2.6086	3.0176	2.5977	2.7979	2.8235	4.3274	2.9297	3.8318	3.1067	2.5684	2.8223	2.5830	3.6340	2.8088	2.8235	4.9988	4.9988	0.0000	2.5842
3303180	10:45:05 AM	2.8821	2.6953	4.9988	2.5146	2.6050	3.0896	2.5891	2.8381	2.8333	4.3054	2.9675	3.7085	3.1152	2.5574	2.8137	2.6123	3.6047	2.7954	2.8027	4.9988	4.9988	0.0000	2.5842
3303280	10:45:05 AM	2.8601	2.6746	4.9988	2.5146	2.6013	3.1531	2.5806	2.8601	2.8259	4.2786	3.0103	3.6426	3.1165	2.5513	2.8076	2.6404	3.5889	2.8015	2.7905	4.9988	4.9988	0.0000	2.5842
3303380	10:45:05 AM	2.8357	2.6648	4.9988	2.5159	2.5989	3.1433	2.5720	2.8577	2.8235	4.2517	3.0457	3.6011	3.1128	2.5488	2.8052	2.6477	3.5803	2.8088	2.7930	4.9988	4.9988	1.0000	2.5830
3303480	10:45:05 AM	2.8137	2.6575	4.9988	2.5159	2.5977	3.1189	2.5696	2.8455	2.8235	4.2004	3.0884	3.5681	3.1213	2.5476	2.8027	2.6599	3.5706	2.8235	2.8027	4.9988	4.9988	1.0000	2.5830
3303580	10:45:05 AM	2.8137	2.6538	4.9988	2.5183	2.5964	3.1018	2.5696	2.8235	2.8174	4.1675	3.1213	3.5559	3.1311	2.5452	2.8027	2.6648	3.5657	2.8406	2.8064	4.9988	4.9988	0.0000	2.5842
3303680	10:45:06 AM	2.8052	2.6526	4.9988	2.5171	2.5964	3.0811	2.5684	2.8137	2.8235	4.1431	3.1628	3.5388	3.1360	2.5427	2.8015	2.6636	3.5559	2.8406	2.8259	4.9988	4.9988	0.0000	2.5830
3303780	10:45:06 AM	2.8088	2.6758	4.9988	2.5122	2.5952	3.0103	2.5769	2.7893	2.8210	4.2932	3.1970	3.5559	3.1616	2.5415	2.8076	2.6660	3.6304	2.8577	2.8687	4.9988	4.9988	0.0000	2.5842
3303880	10:45:06 AM	3.0322	2.7649	4.9988	2.5220	2.5940	3.0457	2.6428	2.8357	2.7942	4.4727	3.3691	3.5706	3.1836	2.5366	2.8015	2.7173	3.7854	2.8882	2.8223	4.9988	4.9988	0.0000	2.5842
3303980	10:45:06 AM	3.0884	2.8247	4.9988	2.5293	2.5940	3.0188	2.6636	2.9480	2.7478	4.4800	3.3582	3.5486	3.2190	2.5354	2.8003	2.7173	3.8074	2.9102	2.8003	4.9988	4.9988	0.0000	2.5830
3304080	10:45:06 AM	3.1250	2.7808	4.9988	2.5317	2.6013	2.9773	2.6575	2.8894	2.7222	4.5312	3.2800	3.5608	3.2202	2.5366	2.8064	2.7014	3.8062	4.9988	2.8101	4.9988	4.9988	0.0000	2.5842
3304180	10:45:06 AM	3.1580	2.7722	4.9988	2.5317	2.6099	2.9578	2.6624	2.8394	2.7100	4.5300	3.1824	3.6230	3.1995	2.5403	2.8076	2.6990	3.7817	4.9988	2.8479	4.9988	4.9988	0.0000	2.5842
3304280	10:45:06 AM	3.1592	2.7734	4.9988	2.5256	2.6050	2.9944	2.6404	2.8027	2.8162	4.5691	3.1250	3.7756	3.1702	2.5464	2.8040	2.6465	3.7073	4.9988	2.8784	4.9988	4.9988	0.0000	2.5842
3304380	10:45:06 AM	3.0139	2.7600	4.9988	2.5183	2.6001	2.9480	2.6123	2.7820	2.8601	4.4543	3.0457	3.7622	3.1543	2.5549	2.8015	2.6050	3.6340	4.9988	2.8857	4.9988	4.9988	0.0000	2.5842
3304480	10:45:06 AM	2.9016	2.7490	4.9988	2.5098	2.5989	2.9016	2.5916	2.7808	2.8577	4.3469	3.0078	3.6768	3.1531	2.5610	2.8003	2.5977	3.5828	4.9988	2.8906	4.9988	4.9988	0.0000	2.5842
3304580	10:45:06 AM	2.8430	2.7454	4.9988	2.5061	2.6001	2.8760	2.5830	2.7783	2.8333	4.2786	2.9895	3.6182	3.1482	2.5610	2.8027	2.5977	3.5437	4.9988	2.8857	4.9988	4.9988	0.0000	2.5842
3304680	10:45:07 AM	2.8271	2.7405	4.9988	2.5049	2.6001	2.8918	2.5842	2.7759	2.8320	4.2932	2.9968	3.5693	3.1519	2.5513	2.8040	2.6184	3.5229	4.9988	2.8662	4.9988	4.9988	0.0000	2.5842
3304780	10:45:07 AM	2.8235	2.7075	4.9988	2.5061	2.5940	3.0493	2.5854	2.8223	2.8833	4.2541	3.1995	3.5095	3.1641	2.5354	2.7954	2.6868	3.5596	2.8418	2.8125	4.9988	4.9988	0.0000	2.5842
3304880	10:45:07 AM	2.9358	2.6831	4.9988	2.5208	2.5879	3.2239	2.5952	3.0334	2.8198	4.2249	3.4119	3.4753	3.2080	2.5342	2.7856	2.7368	3.7097	2.8784	2.7747	4.9988	4.9988	0.0000	2.5842
3304980	10:45:07 AM	3.0383	2.6794	4.9988	2.5281	2.5928	3.1799	2.6001	3.0261	2.7661	4.3152	3.4070	3.5278	3.2104	2.5403	2.7905	2.7209	3.7329	4.9988	2.8137	4.9988	4.9988	0.0000	2.5842
3305080	10:45:07 AM	3.0518	2.6941	4.9988	2.5317	2.5964	3.1104	2.6135	2.8479	2.7686	4.3457	3.2971	3.6096	3.1836	2.5415	2.7930	2.7014	3.7268	4.9988	2.8333	4.9988	4.9988	0.0000	2.5842
3305180	10:45:07 AM	3.0737	2.7100	4.9988	2.5378	2.5952	3.1250	2.6294	2.7942	2.8186	4.3799	3.1787	3.7231	3.1628	2.5415	2.7905	2.6599	3.7219	4.9988	2.8369	4.9988	4.9988	0.0000	2.5830
3305280	10:45:07 AM	3.1262	2.7356	4.9988	2.5427	2.5940	3.0945	2.6440	2.7722	2.8345	4.4165	3.0957	3.8147	3.1470	2.5415	2.7893	2.6221	3.7097	4.9988	2.8235	4.9988	4.9988	0.0000	2.5830
3305380	10:45:07 AM	3.1519	2.7563	4.9988	2.5464	2.5940	3.0859	2.6501	2.7637	2.8369	4.4263	3.0530	3.8245	3.1372	2.5415	2.7869	2.6001	3.6951	4.9988	2.8137	4.9988	4.9988	0.0000	2.5842
