Milisec	Time	M0A0	M1A0	M2A0	M0A1	M1A1	M2A1	M0A2	M1A2	M2A2	M0A3	M1A3	M2A3	M0A4	M1A4	M2A4	M0A5	M1A5	M2A5	M0A6	M1A6	M2A6	Trigger	Temp
2961745	10:39:24 AM	2.8894	2.6599	4.9988	2.6135	2.6123	2.9138	2.5757	2.7417	2.7698	4.3188	2.9724	3.5254	3.1311	2.5317	2.8796	2.6331	3.5132	4.9988	2.7795	4.9988	4.9988	0.0000	2.5818
2961845	10:39:24 AM	2.8967	2.6575	4.9988	2.6282	2.6123	2.9175	2.5757	2.7380	2.7661	4.3396	2.9822	3.5291	3.1372	2.5317	2.8809	2.6379	3.5205	4.9988	2.7808	4.9988	4.9988	0.0000	2.5806
2961945	10:39:24 AM	2.8955	2.6562	4.9988	2.6367	2.6123	2.9114	2.5757	2.7344	2.7637	4.3237	2.9834	3.5242	3.1409	2.5317	2.8809	2.6367	3.5217	4.9988	2.7832	4.9988	4.9988	0.0000	2.5818
2962045	10:39:24 AM	2.8931	2.6550	4.9988	2.6062	2.6111	2.9053	2.5745	2.7332	2.7637	4.3018	2.9810	3.5168	3.1409	2.5317	2.8796	2.6367	3.5193	4.9988	2.7856	4.9988	4.9988	0.0000	2.5818
2962145	10:39:24 AM	2.8857	2.6562	4.9988	2.6111	2.6135	2.8967	2.5745	2.7332	2.7710	4.2834	2.9773	3.5156	3.1372	2.5317	2.8784	2.6318	3.5193	4.9988	2.7930	4.9988	4.9988	0.0000	2.5818
2962245	10:39:24 AM	2.8796	2.6575	4.9988	2.5903	2.6135	2.8845	2.5732	2.7356	2.7832	4.3091	2.9773	3.5339	3.1335	2.5330	2.8735	2.6233	3.5229	4.9988	2.8076	4.9988	4.9988	0.0000	2.5806
2962345	10:39:24 AM	2.8833	2.6599	4.9988	2.5806	2.6135	2.8711	2.5720	2.7417	2.7991	4.3359	2.9773	3.5547	3.1274	2.5354	2.8699	2.6160	3.5242	4.9988	2.8137	4.9988	4.9988	0.0000	2.5818
2962445	10:39:24 AM	2.8711	2.6611	4.9988	2.5745	2.6123	2.8638	2.5696	2.7515	2.8027	4.3213	2.9749	3.5645	3.1238	2.5354	2.8674	2.6123	3.5303	4.9988	2.8088	4.9988	4.9988	0.0000	2.5818
2962545	10:39:24 AM	2.8589	2.6599	4.9988	2.5696	2.6111	2.8625	2.5671	2.7551	2.7966	4.3335	2.9675	3.5791	3.1250	2.5366	2.8650	2.6086	3.5449	4.9988	2.8101	4.9988	4.9988	0.0000	2.5818
2962645	10:39:25 AM	2.8491	2.6575	4.9988	2.5684	2.6099	2.8589	2.5635	2.7588	2.7917	4.3311	2.9639	3.5632	3.1213	2.5366	2.8638	2.6099	3.5425	4.9988	2.8052	4.9988	4.9988	0.0000	2.5818
2962745	10:39:25 AM	2.8406	2.6538	4.9988	2.5684	2.6099	2.8589	2.5610	2.7563	2.7832	4.3396	2.9614	3.5510	3.1189	2.5366	2.8650	2.6123	3.5413	4.9988	2.7991	4.9988	4.9988	0.0000	2.5806
2962845	10:39:25 AM	2.8345	2.6501	4.9988	2.5671	2.6099	2.8564	2.5586	2.7539	2.7759	4.3298	2.9578	3.5388	3.1189	2.5366	2.8650	2.6147	3.5400	4.9988	2.7979	4.9988	4.9988	0.0000	2.5818
2962945	10:39:25 AM	2.8284	2.6477	4.9988	2.5671	2.6086	2.8528	2.5586	2.7502	2.7722	4.3054	2.9578	3.5339	3.1177	2.5366	2.8638	2.6147	3.5352	4.9988	2.7966	4.9988	4.9988	0.0000	2.5818
2963045	10:39:25 AM	2.8271	2.6465	4.9988	2.5647	2.6086	2.8491	2.5574	2.7466	2.7698	4.2761	2.9553	3.5303	3.1177	2.5354	2.8638	2.6147	3.5315	4.9988	2.7966	4.9988	4.9988	0.0000	2.5818
2963145	10:39:25 AM	2.8296	2.6465	4.9988	2.5647	2.6086	2.8491	2.5586	2.7441	2.7673	4.2651	2.9553	3.5303	3.1177	2.5354	2.8638	2.6147	3.5266	4.9988	2.7942	4.9988	4.9988	0.0000	2.5818
2963245	10:39:25 AM	2.8308	2.6465	4.9988	2.5635	2.6086	2.8516	2.5586	2.7429	2.7637	4.2798	2.9553	3.5291	3.1189	2.5354	2.8662	2.6160	3.5254	4.9988	2.7930	4.9988	4.9988	0.0000	2.5818
2963345	10:39:25 AM	2.8308	2.6440	4.9988	2.5635	2.6086	2.8503	2.5586	2.7417	2.7612	4.2969	2.9517	3.5205	3.1201	2.5342	2.8674	2.6184	3.5229	4.9988	2.7917	4.9988	4.9988	0.0000	2.5818
2963445	10:39:25 AM	2.8284	2.6440	4.9988	2.5635	2.6086	2.8491	2.5562	2.7417	2.7588	4.2822	2.9468	3.5144	3.1177	2.5342	2.8662	2.6172	3.5217	4.9988	2.7905	4.9988	4.9988	0.0000	2.5818
2963545	10:39:25 AM	2.8247	2.6440	4.9988	2.5635	2.6086	2.8479	2.5562	2.7417	2.7625	4.2615	2.9419	3.5095	3.1140	2.5342	2.8650	2.6147	3.5193	4.9988	2.7917	4.9988	4.9988	0.0000	2.5818
2963645	10:39:26 AM	2.8235	2.6465	4.9988	2.5647	2.6074	2.8479	2.5574	2.7429	2.7710	4.2554	2.9382	3.5120	3.1116	2.5342	2.8613	2.6099	3.5193	4.9988	2.7991	4.9988	4.9988	0.0000	2.5818
2963745	10:39:26 AM	2.8235	2.6489	4.9988	2.5659	2.6086	2.8491	2.5586	2.7454	2.7930	4.2773	2.9382	3.5181	3.1079	2.5354	2.8540	2.6062	3.5205	4.9988	2.8052	4.9988	4.9988	0.0000	2.5818
2963845	10:39:26 AM	2.8259	2.6501	4.9988	2.5671	2.6099	2.8479	2.5623	2.7466	2.8162	4.3335	2.9443	3.5254	3.1042	2.5354	2.8491	2.6013	3.5254	4.9988	2.8137	4.9988	4.9988	0.0000	2.5806
2963945	10:39:26 AM	2.8479	2.6599	4.9988	2.5745	2.6099	2.8564	2.5745	2.7417	2.8528	4.3628	2.9541	3.5815	3.1116	2.5366	2.8369	2.5867	3.5498	4.9988	2.8369	4.9988	4.9988	0.0000	2.5818
2964045	10:39:26 AM	2.8796	2.6697	4.9988	2.5720	2.6074	2.8516	2.5793	2.7295	2.8430	4.3542	2.9687	3.6707	3.1067	2.5378	2.8333	2.5757	3.5510	4.9988	2.8381	4.9988	4.9988	0.0000	2.5818
2964145	10:39:26 AM	2.8711	2.6599	4.9988	2.5671	2.6062	2.8491	2.5708	2.7332	2.8149	4.3433	2.9456	3.6267	3.0920	2.5366	2.8308	2.5818	3.5510	4.9988	2.8345	4.9988	4.9988	0.0000	2.5818
2964245	10:39:26 AM	2.8662	2.6599	4.9988	2.5659	2.6062	2.8516	2.5720	2.7344	2.8198	4.3018	2.9443	3.6011	3.0847	2.5342	2.8271	2.5781	3.5437	4.9988	2.8247	4.9988	4.9988	0.0000	2.5818
2964345	10:39:26 AM	2.9175	2.6733	4.9988	2.5732	2.6050	2.8528	2.5891	2.7209	2.8308	4.4226	3.0103	3.7415	3.0859	2.5403	2.8235	2.5671	3.5461	4.9988	2.8247	4.9988	4.9988	0.0000	2.5818
2964445	10:39:26 AM	3.1128	2.7002	4.9988	2.5977	2.6050	2.8442	2.6172	2.7051	2.8015	4.6082	3.0579	3.8794	3.0859	2.5647	2.8271	2.5562	3.5657	4.9988	2.8186	4.9988	4.9988	0.0000	2.5818
2964545	10:39:26 AM	3.2910	2.7576	4.9988	2.6086	2.6074	2.8406	2.6404	2.6892	2.7576	4.6863	2.9468	4.0161	3.0920	2.5732	2.8333	2.5513	3.5742	4.9988	2.8088	4.9988	4.9988	0.0000	2.5818
2964645	10:39:27 AM	3.3606	2.7893	4.9988	2.6282	2.6099	2.8467	2.6501	2.6831	2.7380	4.7168	2.8625	4.0918	3.1030	2.5720	2.8369	2.5488	3.5791	4.9988	2.8003	4.9988	4.9988	0.0000	2.5818
2964745	10:39:27 AM	3.4460	2.8442	4.9988	2.5952	2.6135	2.8552	2.6660	2.6807	2.7271	4.7583	2.8040	4.0979	3.1213	2.5708	2.8369	2.5476	3.5986	4.9988	2.7966	4.9988	4.9988	0.0000	2.5818
2964845	10:39:27 AM	3.5156	2.8857	4.9988	2.5928	2.6172	2.8516	2.6794	2.6758	2.7197	4.7449	2.7576	3.9709	3.1250	2.5696	2.8381	2.5427	3.6072	2.7234	2.7942	4.9988	4.9988	0.0000	2.5818
2964945	10:39:27 AM	3.5754	2.9077	4.9988	2.5916	2.6208	2.8467	2.6843	2.6746	2.7136	4.7437	2.7332	3.9014	3.1287	2.5684	2.8381	2.5415	3.6157	2.7112	2.7905	4.9988	4.9988	0.0000	2.5818
2965045	10:39:27 AM	3.5913	2.9187	4.9988	2.5903	2.6245	2.8381	2.6843	2.6733	2.7075	4.7437	2.7197	3.8477	3.1274	2.5684	2.8430	2.5391	3.6157	2.6697	2.7954	4.9988	4.9988	0.0000	2.5818
2965145	10:39:27 AM	3.6194	2.9175	4.9988	2.5903	2.6282	2.8259	2.6843	2.6697	2.7014	4.7424	2.7100	3.8025	3.1299	2.5696	2.8479	2.5391	3.6267	2.6636	2.8040	4.9988	4.9988	0.0000	2.5818
2965245	10:39:27 AM	3.6646	2.9126	4.9988	2.5916	2.6318	2.8149	2.6855	2.6660	2.6965	4.7400	2.7014	3.7927	3.1299	2.5708	2.8516	2.5378	3.6475	2.6611	2.8088	4.9988	4.9988	0.0000	2.5818
2965345	10:39:27 AM	3.6987	2.9041	4.9988	2.5940	2.6343	2.8076	2.6880	2.6648	2.6917	4.7205	2.6953	3.7988	3.1287	2.5720	2.8516	2.5378	3.6499	2.6575	2.8040	4.9988	4.9988	0.0000	2.5818
2965445	10:39:27 AM	3.7024	2.8955	4.9988	2.5940	2.6367	2.8101	2.6880	2.6660	2.6904	4.7083	2.6929	3.7891	3.1287	2.5708	2.8516	2.5378	3.6475	2.6538	2.7991	4.9988	4.9988	0.0000	2.5818
2965545	10:39:27 AM	3.7573	2.9004	4.9988	2.5952	2.6404	2.8064	2.6917	2.6648	2.6880	4.7375	2.6855	3.8062	3.1323	2.5745	2.8552	2.5366	3.6682	2.6428	2.8113	4.9988	4.9988	0.0000	2.5818
2965645	10:39:28 AM	3.8611	2.9187	4.9988	2.5940	2.6489	2.7942	2.7026	2.6660	2.6843	4.7620	2.6721	3.8672	3.1445	2.5854	2.8687	2.5366	3.6987	2.6282	2.8406	4.9988	4.9988	0.0000	2.5818
2965745	10:39:28 AM	3.9038	2.9199	4.9988	2.6111	2.6660	2.7722	2.7063	2.6599	2.6746	4.7705	2.6575	3.9148	3.1567	2.5977	2.8857	2.5366	3.7317	2.6135	2.8662	4.9988	4.9988	0.0000	2.5818
2965845	10:39:28 AM	3.9551	2.9321	4.9988	2.5964	2.6831	2.7539	2.7087	2.6514	2.6624	4.7693	2.6404	3.9355	3.1665	2.6123	2.9077	2.5342	3.7415	2.6001	2.8760	4.9988	4.9988	0.0000	2.5818
2965945	10:39:28 AM	3.9636	2.9468	4.9988	2.6355	2.6978	2.7417	2.7063	2.6404	2.6501	4.7668	2.6245	3.9844	3.1726	2.6233	2.9321	2.5354	3.7708	2.5891	2.8748	4.9988	4.9988	0.0000	2.5818
2966045	10:39:28 AM	3.9502	2.9419	4.9988	2.6318	2.7051	2.7307	2.7051	2.6343	2.6392	4.7681	2.6172	4.0344	3.1787	2.6294	2.9456	2.5354	3.7793	2.5842	2.8662	4.9988	4.9988	0.0000	2.5806
2966145	10:39:28 AM	3.9282	2.9272	4.9988	2.6282	2.7026	2.7271	2.7002	2.6306	2.6318	4.7522	2.6147	4.0564	3.1775	2.6306	2.9492	2.5354	3.7769	2.5842	2.8564	4.9988	4.9988	0.0000	2.5818
2966245	10:39:28 AM	4.0125	2.9114	4.9988	2.6819	2.6990	2.7271	2.6892	2.6306	2.6282	4.8047	2.6208	4.2224	3.1714	2.6611	2.9565	2.5366	3.7817	2.5830	2.8528	4.9988	4.9988	0.0000	2.5818
2966345	10:39:28 AM	3.8074	2.8894	4.9988	2.5781	2.6904	2.7332	2.6428	2.6343	2.6282	4.7827	2.6404	4.4141	3.1567	2.6880	2.9712	2.5354	3.7952	2.5818	2.8491	4.9988	4.9988	0.0000	2.5818
2966445	10:39:28 AM	3.7439	2.8345	4.9988	2.5720	2.6855	2.7405	2.6050	2.6440	2.6477	4.7754	2.6892	4.4470	3.1543	2.6978	3.0103	2.5366	3.7756	2.5891	2.8613	4.9988	4.9988	0.0000	2.5818
2966545	10:39:28 AM	3.8672	2.7368	4.9988	2.5842	2.6721	2.7686	2.5745	2.6770	2.7124	4.6765	2.7612	4.3970	3.1836	2.6685	3.0457	2.5415	3.7378	2.6196	2.9065	4.9988	4.9988	0.0000	2.5818
2966645	10:39:29 AM	3.0359	2.6770	4.9988	2.5720	2.7185	2.8284	2.5598	2.7551	2.8162	4.5142	2.8333	4.2590	3.1165	2.6343	2.9578	2.5586	3.7366	4.9988	2.9431	4.9988	4.9988	0.0000	2.5818
2966745	10:39:29 AM	2.8577	2.6392	4.9988	2.6123	2.7319	2.8223	2.5403	2.8149	2.8809	4.3481	2.8882	4.2541	3.1226	2.6318	2.8992	2.6221	3.7573	4.9988	2.9749	4.9988	4.9988	0.0000	2.5818
2966845	10:39:29 AM	2.6929	2.5903	4.9988	2.5403	2.6501	2.7429	2.5159	2.9749	2.9321	4.1113	3.2739	3.7439	3.1860	2.5977	2.8589	2.7429	3.8220	4.9988	2.9272	4.9988	4.9988	0.0000	2.5818
2966945	10:39:29 AM	2.6428	2.5647	4.9988	2.5391	2.6208	2.7026	2.5098	3.2202	2.9724	3.9416	3.6304	3.4656	3.1824	2.5562	2.8101	2.7795	3.8208	4.9988	2.8955	4.9988	4.9988	0.0000	2.5806
2967045	10:39:29 AM	2.6404	2.5647	4.9988	2.5366	2.6050	2.7209	2.5073	3.3716	2.9858	3.9026	3.5730	3.4583	3.1726	2.5464	2.7905	2.7649	3.8013	4.9988	2.8711	4.9988	4.9988	0.0000	2.5818
2967145	10:39:29 AM	2.6099	2.5488	4.9988	2.5244	2.6111	2.6697	2.4951	3.2080	2.7856	4.1394	3.3838	3.5730	3.3203	2.5500	2.8638	2.7576	3.7756	4.9988	2.8052	4.9988	4.9988	0.0000	2.5818
2967245	10:39:29 AM	2.6013	2.5403	4.9988	2.5183	2.6123	2.6538	2.4927	2.9675	2.7344	4.0820	3.1726	3.5522	3.3679	2.5427	2.8564	2.7502	3.7280	4.9988	2.7820	4.9988	4.9988	0.0000	2.5806
2967345	10:39:29 AM	2.6001	2.5439	4.9988	2.5171	2.6038	2.6587	2.4927	2.9077	2.7258	4.0576	3.1860	3.5059	3.3582	2.5366	2.8418	2.7441	3.7012	4.9988	2.7820	4.9988	4.9988	0.0000	2.5818
2967445	10:39:29 AM	2.6001	2.5464	4.9988	2.5171	2.6001	2.6624	2.4939	2.8821	2.7246	4.0747	3.2043	3.5107	3.3508	2.5342	2.8394	2.7393	3.6853	4.9988	2.8027	4.9988	4.9988	0.0000	2.5818
2967545	10:39:29 AM	2.6001	2.5464	4.9988	2.5159	2.5989	2.6648	2.4951	2.8491	2.7209	4.0833	3.1982	3.5327	3.3484	2.5330	2.8394	2.7356	3.6755	4.9988	2.8125	4.9988	4.9988	0.0000	2.5818
2967645	10:39:30 AM	2.6025	2.5525	4.9988	2.5159	2.5952	2.6794	2.4976	2.8381	2.7356	4.1150	3.2043	3.5413	3.3472	2.5317	2.8296	2.7380	3.6682	4.9988	2.8198	4.9988	4.9988	0.0000	2.5818
2967745	10:39:30 AM	2.6099	2.5635	4.9988	2.5146	2.5928	2.7124	2.5012	2.8333	2.7466	4.1516	3.2043	3.5742	3.3411	2.5305	2.8247	2.7380	3.6597	4.9988	2.8235	4.9988	4.9988	0.0000	2.5818
2967845	10:39:30 AM	2.6196	2.5732	4.9988	2.5159	2.5928	2.7576	2.5037	2.8198	2.7502	4.1870	3.1958	3.6145	3.3374	2.5293	2.8259	2.7332	3.6536	4.9988	2.8198	4.9988	4.9988	0.0000	2.5818
2967945	10:39:30 AM	2.6221	2.5769	4.9988	2.5159	2.5928	2.7771	2.5049	2.8113	2.7478	4.1602	3.1836	3.6035	3.3411	2.5269	2.8271	2.7283	3.6450	4.9988	2.8076	4.9988	4.9988	0.0000	2.5818
2968045	10:39:30 AM	2.6221	2.5745	4.9988	2.5146	2.5928	2.7759	2.5049	2.8027	2.7405	4.1650	3.1726	3.6011	3.3472	2.5269	2.8333	2.7246	3.6389	4.9988	2.8015	4.9988	4.9988	0.0000	2.5818
2968145	10:39:30 AM	2.6233	2.5769	4.9988	2.5134	2.5928	2.7832	2.5061	2.7942	2.7368	4.1699	3.1604	3.5950	3.3508	2.5256	2.8345	2.7222	3.6340	4.9988	2.7991	4.9988	4.9988	0.0000	2.5818
2968245	10:39:30 AM	2.6294	2.5867	4.9988	2.5146	2.5928	2.8296	2.5098	2.7905	2.7441	4.2676	3.1531	3.6133	3.3545	2.5244	2.8357	2.7209	3.6292	4.9988	2.8027	4.9988	4.9988	0.0000	2.5818
2968345	10:39:30 AM	2.6782	2.6392	4.9988	2.5159	2.5940	3.0176	2.5439	2.7893	2.7722	4.4434	3.1750	3.6096	3.3826	2.5208	2.8442	2.7136	3.6133	4.9988	2.7734	4.9988	4.9988	0.0000	2.5818
2968445	10:39:30 AM	2.7295	2.6611	4.9988	2.5232	2.5977	3.0615	2.5525	2.7832	2.7673	4.3359	3.1543	3.5486	3.3875	2.5195	2.8503	2.7063	3.5730	4.9988	2.7600	4.9988	4.9988	0.0000	2.5818
2968545	10:39:30 AM	2.7539	2.6660	4.9988	2.5183	2.5952	3.0566	2.5513	2.7820	2.7844	4.3188	3.1409	3.5657	3.3801	2.5232	2.8394	2.7026	3.5730	4.9988	2.7979	4.9988	4.9988	0.0000	2.5818
2968645	10:39:31 AM	2.8052	2.7441	4.9988	2.5330	2.5916	3.0701	2.5806	2.7954	2.8467	4.4165	3.1604	3.5864	3.4009	2.5232	2.8088	2.6697	3.6292	4.9988	2.7966	4.9988	4.9988	0.0000	2.5818
2968745	10:39:31 AM	2.8870	2.9272	4.9988	2.6050	2.5891	3.0225	2.6465	2.7808	2.8235	4.4482	3.1384	3.7000	3.3337	2.5256	2.7966	2.6208	3.6340	4.9988	2.8015	4.9988	4.9988	0.0000	2.5818
2968845	10:39:31 AM	3.0090	2.8796	4.9988	2.6074	2.5891	2.9651	2.6404	2.7563	2.7783	4.6167	3.0859	3.9282	3.3032	2.5439	2.8064	2.6099	3.6426	4.9988	2.8015	4.9988	4.9988	0.0000	2.5806
2968945	10:39:31 AM	3.0920	2.7515	4.9988	2.6123	2.6025	2.9578	2.6245	2.7466	2.7332	4.6045	3.0103	3.9929	3.3093	2.5537	2.8333	2.6111	3.6169	4.9988	2.7893	4.9988	4.9988	0.0000	2.5818
2969045	10:39:31 AM	3.1641	2.7356	4.9988	2.5952	2.6221	2.9468	2.6147	2.7393	2.7063	4.6509	2.9260	3.9111	3.2983	2.5647	2.8601	2.6062	3.5889	4.9988	2.7881	4.9988	4.9988	0.0000	2.5818
2969145	10:39:31 AM	3.1396	2.7527	4.9988	2.5854	2.6282	2.9102	2.6038	2.7283	2.7002	4.6667	2.8540	3.8818	3.3081	2.5757	2.8699	2.5928	3.5571	2.7148	2.8125	4.9988	4.9988	0.0000	2.5818
2969245	10:39:31 AM	3.1543	2.7527	4.9988	2.5818	2.6355	2.8894	2.5940	2.7222	2.6941	4.6655	2.8271	3.9087	3.2825	2.5891	2.8833	2.5806	3.5413	2.6489	2.8235	4.9988	4.9988	0.0000	2.5818
2969345	10:39:31 AM	3.3630	2.7747	4.9988	2.5574	2.6477	2.8687	2.5977	2.7063	2.6770	4.7900	2.7808	4.0259	3.2617	2.6147	2.9272	2.5732	3.5425	2.6172	2.8394	4.9988	4.9988	0.0000	2.5806
2969445	10:39:31 AM	3.4753	2.7661	4.9988	2.5244	2.6697	2.8333	2.5842	2.6770	2.6538	4.7839	2.7222	4.0381	3.2764	2.6270	3.0176	2.5708	3.5364	2.5916	2.8589	4.9988	4.9988	0.0000	2.5818
2969545	10:39:31 AM	3.5315	2.7576	4.9988	2.5220	2.6904	2.8088	2.5732	2.6599	2.6392	4.7742	2.6794	4.0332	3.2800	2.6355	3.0286	2.5696	3.5291	2.5793	2.8540	4.9988	4.9988	0.0000	2.5818
2969745	10:39:32 AM	3.4851	2.6929	4.9988	2.5891	2.6953	2.8113	2.5513	2.6599	2.6428	4.6960	2.7063	3.8989	3.2642	2.6245	3.0273	2.5977	3.5071	2.5854	2.8296	4.9988	4.9988	0.0000	2.5818
2969845	10:39:32 AM	3.3801	2.6672	4.9988	2.5122	2.6904	2.8125	2.5427	2.6685	2.6550	4.6802	2.7429	3.8550	3.2642	2.6245	3.0383	2.6074	3.4985	2.6001	2.8430	4.9988	4.9988	0.0000	2.5818
2969945	10:39:32 AM	3.1323	2.6477	4.9988	2.5134	2.6794	2.8235	2.5354	2.7271	2.6990	4.6082	2.8088	3.9136	3.2947	2.6392	3.1152	2.6160	3.5046	4.9988	2.8809	4.9988	4.9988	0.0000	2.5818
2970045	10:39:32 AM	2.8906	2.6257	4.9988	2.5122	2.7100	2.8162	2.5269	2.7917	2.7380	4.4885	2.8723	3.8818	3.2837	2.6355	3.0273	2.6404	3.5376	4.9988	2.9004	4.9988	4.9988	0.0000	2.5818
2970145	10:39:32 AM	2.7795	2.6099	4.9988	2.5208	2.6965	2.8333	2.5208	2.8137	2.7527	4.3811	2.9187	3.7781	3.2812	2.6086	2.9810	2.6746	3.5559	4.9988	2.8882	4.9988	4.9988	0.0000	2.5818
2970245	10:39:32 AM	2.7393	2.6001	4.9988	2.5244	2.6648	2.8271	2.5183	2.8137	2.7551	4.3237	2.9541	3.7195	3.2727	2.5952	2.9663	2.6868	3.5571	4.9988	2.8796	4.9988	4.9988	0.0000	2.5818
2970345	10:39:32 AM	2.7124	2.5964	4.9988	2.5208	2.6489	2.8174	2.5171	2.8125	2.7588	4.2932	2.9883	3.6816	3.2751	2.5854	2.9553	2.6917	3.5559	4.9988	2.8699	4.9988	4.9988	0.0000	2.5806
2970445	10:39:32 AM	2.6978	2.5940	4.9988	2.5195	2.6392	2.8174	2.5159	2.8149	2.7588	4.2627	3.0164	3.6511	3.2898	2.5757	2.9480	2.6953	3.5486	4.9988	2.8589	4.9988	4.9988	0.0000	2.5818
2970545	10:39:32 AM	2.6868	2.5928	4.9988	2.5183	2.6343	2.8149	2.5146	2.8137	2.7588	4.2603	3.0408	3.6316	3.2910	2.5708	2.9443	2.6978	3.5376	2.8003	2.8516	4.9988	4.9988	0.0000	2.5818
2970645	10:39:33 AM	2.6709	2.5916	4.9988	2.5171	2.6318	2.8162	2.5134	2.8333	2.7686	4.2346	3.0713	3.6108	3.2935	2.5647	2.9358	2.7026	3.5339	2.8247	2.8442	4.9988	4.9988	0.0000	2.5818
2970745	10:39:33 AM	2.6575	2.5940	4.9988	2.5208	2.6282	2.8198	2.5122	2.8589	2.7905	4.2126	3.1165	3.6084	3.2837	2.5623	2.9187	2.7051	3.5388	2.8101	2.8418	4.9988	4.9988	0.0000	2.5818
2970845	10:39:33 AM	2.6501	2.5977	4.9988	2.5269	2.6245	2.8320	2.5134	2.8723	2.7991	4.1760	3.1396	3.5925	3.2788	2.5586	2.9041	2.7063	3.5352	2.8174	2.8369	4.9988	4.9988	0.0000	2.5818
2970945	10:39:33 AM	2.6465	2.5964	4.9988	2.5452	2.6196	2.8345	2.5134	2.8687	2.7942	4.1528	3.1433	3.5742	3.2825	2.5549	2.8979	2.7051	3.5278	2.8088	2.8296	4.9988	4.9988	0.0000	2.5818
2971045	10:39:33 AM	2.6440	2.5952	4.9988	2.5549	2.6172	2.8357	2.5122	2.8601	2.7881	4.1284	3.1482	3.5632	3.2849	2.5525	2.8943	2.7026	3.5229	2.8003	2.8247	4.9988	4.9988	0.0000	2.5806
2971145	10:39:33 AM	2.6428	2.5940	4.9988	2.5537	2.6160	2.8333	2.5122	2.8552	2.7856	4.1125	3.1531	3.5559	3.2947	2.5500	2.8894	2.7026	3.5205	2.8052	2.8210	4.9988	4.9988	0.0000	2.5806
2971245	10:39:33 AM	2.6416	2.5928	4.9988	2.5488	2.6147	2.8296	2.5122	2.8528	2.7832	4.1064	3.1689	3.5449	3.3142	2.5488	2.8870	2.7051	3.5168	2.8076	2.8186	4.9988	4.9988	0.0000	2.5806
2971345	10:39:33 AM	2.6404	2.5916	4.9988	2.5476	2.6147	2.8284	2.5122	2.8503	2.7844	4.1150	3.1885	3.5339	3.3118	2.5464	2.8809	2.7063	3.5168	2.8076	2.8174	4.9988	4.9988	0.0000	2.5818
